@relation dataset

@attribute ID numeric
@attribute Time date 'yyyy/MM/dd HH:mm:ss:SSS'
@attribute 'Training round' numeric
@attribute helper-1 numeric
@attribute helper-2 numeric
@attribute helper-3 numeric
@attribute helper-4 numeric
@attribute helper-5 numeric
@attribute helper-6 numeric
@attribute helper-7 numeric
@attribute processing-1 numeric
@attribute processing-2 numeric
@attribute processing-3 numeric
@attribute processing-4 numeric
@attribute processing-5 numeric
@attribute processing-6 numeric
@attribute processing-7 numeric
@attribute processing-8 numeric
@attribute processing-9 numeric
@attribute processing-10 numeric

@data
900,'2021/10/25 17:04:40:066',12,124,67,44,935,1040,718,784,?,?,0.44,?,?,?,?,?,?,?
901,'2021/10/25 17:04:40:222',12,126,65,45,935,1041,719,785,?,?,0.44,?,?,?,?,?,?,?
902,'2021/10/25 17:04:40:376',12,129,63,46,936,1041,718,783,?,?,0.44,?,?,?,?,?,?,?
903,'2021/10/25 17:04:40:531',12,127,64,47,937,1042,717,781,?,?,0.44,?,?,?,?,?,?,?
904,'2021/10/25 17:04:40:686',12,138,65,46,938,1042,716,780,?,?,0.44,?,?,?,?,?,?,?
905,'2021/10/25 17:04:40:841',12,130,68,45,938,1042,716,781,?,?,0.44,?,?,?,?,?,?,?
906,'2021/10/25 17:04:40:997',12,128,73,43,938,1042,717,786,?,?,0.44,?,?,?,?,?,?,?
907,'2021/10/25 17:04:41:150',12,124,72,41,938,1042,718,790,?,?,0.44,?,?,?,?,?,?,?
908,'2021/10/25 17:04:41:306',12,127,71,41,937,1042,718,790,?,?,0.44,?,?,?,?,?,?,?
909,'2021/10/25 17:04:41:461',12,136,70,41,936,1042,720,791,?,?,0.44,?,?,?,?,?,?,?
910,'2021/10/25 17:04:41:615',12,141,67,41,936,1042,721,791,?,?,0.44,?,?,?,?,?,?,?
911,'2021/10/25 17:04:41:772',12,139,66,41,934,1042,722,788,?,?,0.44,?,?,?,?,?,?,?
912,'2021/10/25 17:04:41:928',12,131,64,41,934,1042,723,787,?,?,0.44,?,?,?,?,?,?,?
913,'2021/10/25 17:04:42:083',12,127,66,41,933,1042,724,784,?,?,0.44,?,?,?,?,?,?,?
914,'2021/10/25 17:04:42:239',12,126,66,41,933,1042,726,783,?,?,0.44,?,?,?,?,?,?,?
915,'2021/10/25 17:04:42:394',12,125,63,41,933,1041,726,783,?,?,0.44,?,?,?,?,?,?,?
916,'2021/10/25 17:04:42:551',12,132,63,40,933,1041,727,784,?,?,0.44,?,?,?,?,?,?,?
917,'2021/10/25 17:04:42:705',12,132,67,41,933,1041,727,787,?,?,0.44,?,?,?,?,?,?,?
918,'2021/10/25 17:04:42:861',12,136,70,40,934,1041,728,790,?,?,0.44,?,?,?,?,?,?,?
919,'2021/10/25 17:04:43:014',12,132,72,40,934,1041,729,792,?,?,0.44,?,?,?,?,?,?,?
920,'2021/10/25 17:04:43:168',12,136,70,40,933,1041,729,793,?,?,0.44,?,?,?,?,?,?,?
921,'2021/10/25 17:04:43:322',12,140,73,40,933,1041,730,793,?,?,0.44,?,?,?,?,?,?,?
922,'2021/10/25 17:04:43:477',12,134,72,40,933,1041,730,793,?,?,0.44,?,?,?,?,?,?,?
923,'2021/10/25 17:04:43:630',12,134,71,40,934,1042,730,795,?,?,0.44,?,?,?,?,?,?,?
924,'2021/10/25 17:04:43:786',12,131,74,41,936,1042,731,796,?,?,0.44,?,?,?,?,?,?,?
925,'2021/10/25 17:04:43:943',12,140,73,41,936,1042,730,796,?,?,0.44,?,?,?,?,?,?,?
926,'2021/10/25 17:04:44:099',12,153,75,42,938,1042,729,794,?,?,0.44,?,?,?,?,?,?,?
927,'2021/10/25 17:04:44:256',12,152,75,42,939,1043,728,795,?,?,0.44,?,?,?,?,?,?,?
928,'2021/10/25 17:04:44:413',12,151,77,41,940,1043,728,794,?,?,0.44,?,?,?,?,?,?,?
929,'2021/10/25 17:04:44:570',12,137,80,41,941,1043,729,794,?,?,0.44,?,?,?,?,?,?,?
930,'2021/10/25 17:04:44:728',12,136,77,42,941,1043,731,792,?,?,0.44,?,?,?,?,?,?,?
931,'2021/10/25 17:04:44:883',12,146,73,41,942,1043,731,789,?,?,0.44,?,?,?,?,?,?,?
932,'2021/10/25 17:04:45:039',12,142,70,41,942,1044,731,789,?,?,0.44,?,?,?,?,?,?,?
933,'2021/10/25 17:04:45:193',12,150,67,41,942,1044,731,791,?,?,0.44,?,?,?,?,?,?,?
934,'2021/10/25 17:04:45:348',12,150,67,41,943,1044,730,791,?,?,0.44,?,?,?,?,?,?,?
935,'2021/10/25 17:04:45:501',12,151,69,40,943,1044,731,791,?,?,0.44,?,?,?,?,?,?,?
936,'2021/10/25 17:04:45:657',12,149,67,40,943,1044,732,792,?,?,0.44,?,?,?,?,?,?,?
937,'2021/10/25 17:04:45:812',12,151,68,40,942,1043,733,792,?,?,0.44,?,?,?,?,?,?,?
938,'2021/10/25 17:04:45:967',12,147,72,39,941,1043,735,793,?,?,0.44,?,?,?,?,?,?,?
939,'2021/10/25 17:04:46:120',12,144,74,39,938,1043,737,791,?,?,0.44,?,?,?,?,?,?,?
940,'2021/10/25 17:04:46:275',12,149,75,39,936,1043,738,788,?,?,0.44,?,?,?,?,?,?,?
941,'2021/10/25 17:04:46:430',12,155,74,39,935,1042,738,786,?,?,0.44,?,?,?,?,?,?,?
942,'2021/10/25 17:04:46:585',12,153,76,40,934,1042,739,780,?,?,0.44,?,?,?,?,?,?,?
943,'2021/10/25 17:04:46:743',12,152,72,40,935,1042,739,773,?,?,0.44,?,?,?,?,?,?,?
944,'2021/10/25 17:04:46:900',12,157,70,40,935,1042,740,766,?,?,0.44,?,?,?,?,?,?,?
945,'2021/10/25 17:04:47:057',12,163,76,41,935,1042,740,761,?,?,0.44,?,?,?,?,?,?,?
946,'2021/10/25 17:04:47:211',12,159,82,41,936,1042,740,760,?,?,0.44,?,?,?,?,?,?,?
947,'2021/10/25 17:04:47:366',12,147,93,42,936,1042,739,764,?,?,0.44,?,?,?,?,?,?,?
948,'2021/10/25 17:04:47:522',12,145,96,43,937,1042,738,768,?,?,0.44,?,?,?,?,?,?,?
949,'2021/10/25 17:04:47:676',12,142,98,42,939,1043,737,771,?,?,0.44,?,?,?,?,?,?,?
950,'2021/10/25 17:04:47:831',12,149,96,41,940,1043,736,774,?,?,0.44,?,?,?,?,?,?,?
951,'2021/10/25 17:04:47:987',12,155,95,41,941,1043,735,777,?,?,0.44,?,?,?,?,?,?,?
952,'2021/10/25 17:04:48:141',12,169,92,41,942,1043,735,779,?,?,0.44,?,?,?,?,?,?,?
953,'2021/10/25 17:04:48:298',12,172,89,41,942,1044,736,781,?,?,0.44,?,?,?,?,?,?,?
954,'2021/10/25 17:04:48:454',12,160,86,43,942,1043,736,781,?,?,0.44,?,?,?,?,?,?,?
955,'2021/10/25 17:04:48:610',12,153,81,43,943,1044,737,782,?,?,0.44,?,?,?,?,?,?,?
956,'2021/10/25 17:04:48:768',12,148,80,43,944,1044,737,780,?,?,0.44,?,?,?,?,?,?,?
957,'2021/10/25 17:04:48:922',12,173,78,44,944,1044,737,777,?,?,0.44,?,?,?,?,?,?,?
958,'2021/10/25 17:04:49:077',12,177,78,44,944,1044,737,774,?,?,0.44,?,?,?,?,?,?,?
959,'2021/10/25 17:04:49:234',12,178,78,44,943,1044,738,771,?,?,0.44,?,?,?,?,?,?,?
960,'2021/10/25 17:04:49:389',12,189,76,44,942,1043,738,772,?,?,0.44,?,?,?,?,?,?,?
961,'2021/10/25 17:04:49:544',12,196,75,43,941,1043,739,774,?,?,0.44,?,?,?,?,?,?,?
962,'2021/10/25 17:04:49:699',12,202,71,43,940,1043,740,776,?,?,0.44,?,?,?,?,?,?,?
963,'2021/10/25 17:04:49:856',12,197,76,43,940,1042,740,779,?,?,0.44,?,?,?,?,?,?,?
964,'2021/10/25 17:04:50:010',12,177,83,42,940,1042,741,782,?,?,0.44,?,?,?,?,?,?,?
965,'2021/10/25 17:04:50:166',12,163,82,41,940,1042,742,784,?,?,0.44,?,?,?,?,?,?,?
966,'2021/10/25 17:04:50:320',12,182,80,41,941,1042,742,787,?,?,0.44,?,?,?,?,?,?,?
967,'2021/10/25 17:04:50:476',12,192,79,41,941,1042,742,788,?,?,0.44,?,?,?,?,?,?,?
968,'2021/10/25 17:04:50:631',12,188,69,40,942,1042,742,789,?,?,0.44,?,?,?,?,?,?,?
969,'2021/10/25 17:04:50:786',12,164,65,40,942,1042,742,790,?,?,0.44,?,?,?,?,?,?,?
970,'2021/10/25 17:04:50:942',12,149,67,40,943,1043,742,790,?,?,0.44,?,?,?,?,?,?,?
971,'2021/10/25 17:04:51:097',12,148,67,40,943,1042,742,790,?,?,0.44,?,?,?,?,?,?,?
972,'2021/10/25 17:04:51:252',12,138,74,39,943,1042,742,792,?,?,0.44,?,?,?,?,?,?,?
973,'2021/10/25 17:04:51:407',12,137,80,39,942,1041,743,793,?,?,0.44,?,?,?,?,?,?,?
974,'2021/10/25 17:04:51:563',12,138,82,40,940,1040,744,795,?,?,0.44,?,?,?,?,?,?,?
975,'2021/10/25 17:04:51:718',12,145,82,40,938,1039,744,795,?,?,0.44,?,?,?,?,?,?,?
976,'2021/10/25 17:05:45:516',13,153,45,44,951,1047,737,329,?,?,0.75,?,?,?,?,?,?,?
977,'2021/10/25 17:05:45:670',13,150,46,47,951,1047,738,335,?,?,0.75,?,?,?,?,?,?,?
978,'2021/10/25 17:05:45:824',13,157,43,49,951,1047,738,338,?,?,0.75,?,?,?,?,?,?,?
979,'2021/10/25 17:05:45:980',13,146,43,49,950,1047,740,339,?,?,0.75,?,?,?,?,?,?,?
980,'2021/10/25 17:05:46:134',13,144,40,49,950,1047,742,338,?,?,0.75,?,?,?,?,?,?,?
981,'2021/10/25 17:05:46:290',13,146,40,45,949,1046,744,331,?,?,0.75,?,?,?,?,?,?,?
982,'2021/10/25 17:05:46:445',13,141,38,42,948,1046,744,321,?,?,0.75,?,?,?,?,?,?,?
983,'2021/10/25 17:05:46:600',13,139,39,41,946,1046,744,303,?,?,0.75,?,?,?,?,?,?,?
984,'2021/10/25 17:05:46:753',13,136,39,41,945,1046,743,283,?,?,0.75,?,?,?,?,?,?,?
985,'2021/10/25 17:05:46:907',13,140,41,41,944,1046,743,268,?,?,0.75,?,?,?,?,?,?,?
986,'2021/10/25 17:05:47:062',13,135,43,41,943,1046,744,275,?,?,0.75,?,?,?,?,?,?,?
987,'2021/10/25 17:05:47:218',13,130,46,41,943,1046,746,294,?,?,0.75,?,?,?,?,?,?,?
988,'2021/10/25 17:05:47:373',13,129,47,40,942,1046,747,320,?,?,0.75,?,?,?,?,?,?,?
989,'2021/10/25 17:05:47:528',13,136,43,40,942,1045,750,330,?,?,0.75,?,?,?,?,?,?,?
990,'2021/10/25 17:05:47:684',13,150,41,41,940,1045,751,323,?,?,0.75,?,?,?,?,?,?,?
991,'2021/10/25 17:05:47:839',13,151,39,41,938,1045,751,312,?,?,0.75,?,?,?,?,?,?,?
992,'2021/10/25 17:05:47:993',13,148,39,42,937,1045,751,329,?,?,0.75,?,?,?,?,?,?,?
993,'2021/10/25 17:05:48:150',13,141,40,41,938,1045,749,346,?,?,0.75,?,?,?,?,?,?,?
994,'2021/10/25 17:05:48:306',13,140,42,40,938,1045,748,380,?,?,0.75,?,?,?,?,?,?,?
995,'2021/10/25 17:05:48:462',13,139,44,40,939,1044,748,382,?,?,0.75,?,?,?,?,?,?,?
996,'2021/10/25 17:05:48:617',13,136,46,40,940,1045,749,370,?,?,0.75,?,?,?,?,?,?,?
997,'2021/10/25 17:05:48:773',13,132,47,40,941,1045,751,360,?,?,0.75,?,?,?,?,?,?,?
998,'2021/10/25 17:05:48:928',13,131,48,41,940,1045,754,353,?,?,0.75,?,?,?,?,?,?,?
999,'2021/10/25 17:05:49:084',13,133,47,41,937,1045,756,388,?,?,0.75,?,?,?,?,?,?,?
1000,'2021/10/25 17:05:49:239',13,134,50,42,934,1046,756,390,?,?,0.75,?,?,?,?,?,?,?
1001,'2021/10/25 17:05:49:395',13,131,50,41,932,1045,755,376,?,?,0.75,?,?,?,?,?,?,?
1002,'2021/10/25 17:05:49:549',13,131,47,41,930,1045,755,357,?,?,0.75,?,?,?,?,?,?,?
1003,'2021/10/25 17:05:49:703',13,129,43,41,931,1045,756,354,?,?,0.75,?,?,?,?,?,?,?
1004,'2021/10/25 17:05:49:860',13,131,40,42,932,1045,758,384,?,?,0.75,?,?,?,?,?,?,?
1005,'2021/10/25 17:05:50:016',13,131,39,42,933,1045,759,425,?,?,0.75,?,?,?,?,?,?,?
1006,'2021/10/25 17:05:50:173',13,129,40,43,936,1045,757,440,?,?,0.75,?,?,?,?,?,?,?
1007,'2021/10/25 17:05:50:327',13,136,42,43,939,1046,757,421,?,?,0.75,?,?,?,?,?,?,?
1008,'2021/10/25 17:05:50:483',13,133,42,43,941,1046,757,402,?,?,0.75,?,?,?,?,?,?,?
1009,'2021/10/25 17:05:50:638',13,134,42,44,942,1046,756,391,?,?,0.75,?,?,?,?,?,?,?
1010,'2021/10/25 17:05:50:795',13,133,42,42,943,1047,756,413,?,?,0.75,?,?,?,?,?,?,?
1011,'2021/10/25 17:05:50:951',13,131,44,42,943,1047,756,446,?,?,0.75,?,?,?,?,?,?,?
1012,'2021/10/25 17:05:51:105',13,136,44,42,940,1047,757,458,?,?,0.75,?,?,?,?,?,?,?
1013,'2021/10/25 17:05:51:259',13,145,45,42,935,1046,759,449,?,?,0.75,?,?,?,?,?,?,?
1014,'2021/10/25 17:05:51:415',13,146,41,42,928,1046,760,441,?,?,0.75,?,?,?,?,?,?,?
1015,'2021/10/25 17:05:51:570',13,142,39,42,926,1046,763,440,?,?,0.75,?,?,?,?,?,?,?
1016,'2021/10/25 17:05:51:725',13,134,48,41,926,1045,764,452,?,?,0.75,?,?,?,?,?,?,?
1017,'2021/10/25 17:05:51:881',13,128,61,41,929,1045,763,458,?,?,0.75,?,?,?,?,?,?,?
1018,'2021/10/25 17:05:52:036',13,132,68,41,930,1045,763,457,?,?,0.75,?,?,?,?,?,?,?
1019,'2021/10/25 17:05:52:193',13,136,68,41,931,1046,760,440,?,?,0.75,?,?,?,?,?,?,?
1020,'2021/10/25 17:05:52:349',13,137,53,41,932,1046,759,437,?,?,0.75,?,?,?,?,?,?,?
1021,'2021/10/25 17:05:52:506',13,141,41,42,936,1046,759,440,?,?,0.75,?,?,?,?,?,?,?
1022,'2021/10/25 17:05:52:662',13,131,40,43,942,1045,757,442,?,?,0.75,?,?,?,?,?,?,?
1023,'2021/10/25 17:05:52:818',13,131,42,44,944,1045,752,441,?,?,0.75,?,?,?,?,?,?,?
1024,'2021/10/25 17:05:52:972',13,121,55,44,936,1046,748,439,?,?,0.75,?,?,?,?,?,?,?
1025,'2021/10/25 17:05:53:128',13,129,59,43,930,1047,745,437,?,?,0.75,?,?,?,?,?,?,?
1026,'2021/10/25 17:05:53:285',13,132,59,44,928,1047,744,437,?,?,0.75,?,?,?,?,?,?,?
1027,'2021/10/25 17:05:53:440',13,143,60,44,935,1046,747,443,?,?,0.75,?,?,?,?,?,?,?
1028,'2021/10/25 17:05:53:596',13,149,43,42,946,1045,749,449,?,?,0.75,?,?,?,?,?,?,?
1029,'2021/10/25 17:05:53:750',13,141,44,45,940,1045,749,454,?,?,0.75,?,?,?,?,?,?,?
1030,'2021/10/25 17:05:53:905',13,142,62,46,926,1046,752,463,?,?,0.75,?,?,?,?,?,?,?
1031,'2021/10/25 17:05:54:061',13,136,74,46,921,1047,753,469,?,?,0.75,?,?,?,?,?,?,?
1032,'2021/10/25 17:05:54:217',13,146,86,49,929,1046,751,473,?,?,0.75,?,?,?,?,?,?,?
1033,'2021/10/25 17:05:54:372',13,155,88,50,949,1046,746,479,?,?,0.75,?,?,?,?,?,?,?
1034,'2021/10/25 17:05:54:529',13,158,72,55,946,1046,740,480,?,?,0.75,?,?,?,?,?,?,?
1035,'2021/10/25 17:05:54:685',13,148,68,64,925,1048,740,481,?,?,0.75,?,?,?,?,?,?,?
1036,'2021/10/25 17:05:54:839',13,140,57,62,908,1050,745,483,?,?,0.75,?,?,?,?,?,?,?
1037,'2021/10/25 17:05:54:996',13,135,80,65,906,1048,751,485,?,?,0.75,?,?,?,?,?,?,?
1038,'2021/10/25 17:05:55:151',13,129,98,64,929,1045,750,489,?,?,0.75,?,?,?,?,?,?,?
1039,'2021/10/25 17:05:55:306',13,141,103,58,939,1045,748,490,?,?,0.75,?,?,?,?,?,?,?
1040,'2021/10/25 17:05:55:462',13,135,79,73,929,1046,742,498,?,?,0.75,?,?,?,?,?,?,?
1041,'2021/10/25 17:05:55:616',13,136,60,74,924,1049,738,501,?,?,0.75,?,?,?,?,?,?,?
1042,'2021/10/25 17:05:55:772',13,142,57,73,920,1050,737,503,?,?,0.75,?,?,?,?,?,?,?
1043,'2021/10/25 17:05:55:928',13,143,74,72,936,1048,733,517,?,?,0.75,?,?,?,?,?,?,?
1044,'2021/10/25 17:05:56:082',13,151,83,55,952,1045,731,521,?,?,0.75,?,?,?,?,?,?,?
1045,'2021/10/25 17:05:56:237',13,153,90,51,940,1045,730,523,?,?,0.75,?,?,?,?,?,?,?
1046,'2021/10/25 17:05:56:391',13,141,69,53,921,1047,733,520,?,?,0.75,?,?,?,?,?,?,?
1047,'2021/10/25 17:05:56:546',13,135,52,59,909,1048,742,520,?,?,0.75,?,?,?,?,?,?,?
1048,'2021/10/25 17:05:56:702',13,140,43,72,921,1045,746,531,?,?,0.75,?,?,?,?,?,?,?
1049,'2021/10/25 17:05:56:858',13,151,40,69,934,1043,749,543,?,?,0.75,?,?,?,?,?,?,?
1050,'2021/10/25 17:05:57:012',13,140,39,76,922,1044,750,555,?,?,0.75,?,?,?,?,?,?,?
1051,'2021/10/25 17:05:57:167',13,136,38,59,898,1046,751,561,?,?,0.75,?,?,?,?,?,?,?
1052,'2021/10/25 17:05:57:324',13,132,45,66,885,1047,754,561,?,?,0.75,?,?,?,?,?,?,?
1053,'2021/10/25 17:05:57:481',13,127,67,82,900,1043,754,565,?,?,0.75,?,?,?,?,?,?,?
1054,'2021/10/25 17:05:57:637',13,135,73,85,924,1041,752,565,?,?,0.75,?,?,?,?,?,?,?
1055,'2021/10/25 17:05:57:792',13,126,76,88,924,1041,749,563,?,?,0.75,?,?,?,?,?,?,?
1056,'2021/10/25 17:06:49:540',14,97,49,45,946,1049,713,2,?,?,?,?,0.5,?,?,?,?,?
1057,'2021/10/25 17:06:49:696',14,94,38,45,946,1049,712,2,?,?,?,?,0.5,?,?,?,?,?
1058,'2021/10/25 17:06:49:852',14,93,37,46,946,1049,712,2,?,?,?,?,0.5,?,?,?,?,?
1059,'2021/10/25 17:06:50:007',14,94,38,46,947,1050,709,2,?,?,?,?,0.5,?,?,?,?,?
1060,'2021/10/25 17:06:50:162',14,94,39,47,947,1050,708,2,?,?,?,?,0.5,?,?,?,?,?
1061,'2021/10/25 17:06:50:317',14,94,42,46,948,1051,707,2,?,?,?,?,0.5,?,?,?,?,?
1062,'2021/10/25 17:06:50:472',14,94,45,46,949,1051,709,2,?,?,?,?,0.5,?,?,?,?,?
1063,'2021/10/25 17:06:50:628',14,94,43,46,949,1051,712,2,?,?,?,?,0.5,?,?,?,?,?
1064,'2021/10/25 17:06:50:784',14,96,45,44,948,1050,714,2,?,?,?,?,0.5,?,?,?,?,?
1065,'2021/10/25 17:06:50:939',14,98,44,43,948,1050,714,2,?,?,?,?,0.5,?,?,?,?,?
1066,'2021/10/25 17:06:51:095',14,101,46,42,947,1050,714,2,?,?,?,?,0.5,?,?,?,?,?
1067,'2021/10/25 17:06:51:250',14,103,48,42,947,1050,713,2,?,?,?,?,0.5,?,?,?,?,?
1068,'2021/10/25 17:06:51:406',14,124,53,42,947,1051,714,2,?,?,?,?,0.5,?,?,?,?,?
1069,'2021/10/25 17:06:51:561',14,132,58,44,948,1051,716,2,?,?,?,?,0.5,?,?,?,?,?
1070,'2021/10/25 17:06:51:718',14,136,61,49,948,1051,717,1,?,?,?,?,0.5,?,?,?,?,?
1071,'2021/10/25 17:06:51:874',14,119,66,52,948,1051,718,2,?,?,?,?,0.5,?,?,?,?,?
1072,'2021/10/25 17:06:52:029',14,104,62,54,945,1051,716,2,?,?,?,?,0.5,?,?,?,?,?
1073,'2021/10/25 17:06:52:183',14,100,63,52,942,1050,714,2,?,?,?,?,0.5,?,?,?,?,?
1074,'2021/10/25 17:06:52:337',14,108,64,55,945,1047,714,1,?,?,?,?,0.5,?,?,?,?,?
1075,'2021/10/25 17:06:52:492',14,148,66,64,948,1047,707,1,?,?,?,?,0.5,?,?,?,?,?
1076,'2021/10/25 17:06:52:647',14,170,64,74,946,1047,675,2,?,?,?,?,0.5,?,?,?,?,?
1077,'2021/10/25 17:06:52:804',14,187,74,77,938,1050,639,2,?,?,?,?,0.5,?,?,?,?,?
1078,'2021/10/25 17:06:52:959',14,211,100,69,938,1052,623,2,?,?,?,?,0.5,?,?,?,?,?
1079,'2021/10/25 17:06:53:116',14,249,102,59,939,1051,628,1,?,?,?,?,0.5,?,?,?,?,?
1080,'2021/10/25 17:06:53:271',14,275,111,74,950,1050,650,1,?,?,?,?,0.5,?,?,?,?,?
1081,'2021/10/25 17:06:53:427',14,276,113,78,948,1050,668,1,?,?,?,?,0.5,?,?,?,?,?
1082,'2021/10/25 17:06:53:581',14,240,91,79,943,1052,666,1,?,?,?,?,0.5,?,?,?,?,?
1083,'2021/10/25 17:06:53:736',14,193,95,80,941,1051,668,2,?,?,?,?,0.5,?,?,?,?,?
1084,'2021/10/25 17:06:53:892',14,160,94,58,947,1049,677,1,?,?,?,?,0.5,?,?,?,?,?
1085,'2021/10/25 17:06:54:050',14,157,72,54,944,1049,685,1,?,?,?,?,0.5,?,?,?,?,?
1086,'2021/10/25 17:06:54:203',14,153,59,65,934,1051,677,2,?,?,?,?,0.5,?,?,?,?,?
1087,'2021/10/25 17:06:54:359',14,204,52,79,934,1051,672,2,?,?,?,?,0.5,?,?,?,?,?
1088,'2021/10/25 17:06:54:516',14,210,54,78,938,1050,670,2,?,?,?,?,0.5,?,?,?,?,?
1089,'2021/10/25 17:06:54:672',14,213,57,75,951,1049,683,2,?,?,?,?,0.5,?,?,?,?,?
1090,'2021/10/25 17:06:54:825',14,185,57,62,939,1051,681,2,?,?,?,?,0.5,?,?,?,?,?
1091,'2021/10/25 17:06:54:980',14,177,53,57,935,1053,682,1,?,?,?,?,0.5,?,?,?,?,?
1092,'2021/10/25 17:06:55:136',14,227,59,64,933,1051,684,1,?,?,?,?,0.5,?,?,?,?,?
1093,'2021/10/25 17:06:55:292',14,246,61,78,947,1050,693,2,?,?,?,?,0.5,?,?,?,?,?
1094,'2021/10/25 17:06:55:447',14,246,64,78,948,1050,698,2,?,?,?,?,0.5,?,?,?,?,?
1095,'2021/10/25 17:06:55:602',14,197,64,85,941,1052,692,2,?,?,?,?,0.5,?,?,?,?,?
1096,'2021/10/25 17:06:55:757',14,175,58,70,941,1054,687,2,?,?,?,?,0.5,?,?,?,?,?
1097,'2021/10/25 17:06:55:913',14,188,47,66,945,1053,682,2,?,?,?,?,0.5,?,?,?,?,?
1098,'2021/10/25 17:06:56:070',14,204,48,68,954,1052,688,2,?,?,?,?,0.5,?,?,?,?,?
1099,'2021/10/25 17:06:56:224',14,172,50,63,946,1053,690,2,?,?,?,?,0.5,?,?,?,?,?
1100,'2021/10/25 17:06:56:379',14,173,54,59,942,1054,690,2,?,?,?,?,0.5,?,?,?,?,?
1101,'2021/10/25 17:06:56:534',14,191,56,62,941,1053,691,2,?,?,?,?,0.5,?,?,?,?,?
1102,'2021/10/25 17:06:56:689',14,212,57,70,953,1051,695,2,?,?,?,?,0.5,?,?,?,?,?
1103,'2021/10/25 17:06:56:843',14,206,61,74,956,1052,689,2,?,?,?,?,0.5,?,?,?,?,?
1104,'2021/10/25 17:06:56:999',14,244,51,86,949,1054,676,2,?,?,?,?,0.5,?,?,?,?,?
1105,'2021/10/25 17:06:57:154',14,280,66,74,949,1055,670,2,?,?,?,?,0.5,?,?,?,?,?
1106,'2021/10/25 17:06:57:310',14,349,64,70,955,1054,671,2,?,?,?,?,0.5,?,?,?,?,?
1107,'2021/10/25 17:06:57:467',14,343,83,71,962,1053,680,2,?,?,?,?,0.5,?,?,?,?,?
1108,'2021/10/25 17:06:57:621',14,276,87,60,957,1053,680,2,?,?,?,?,0.5,?,?,?,?,?
1109,'2021/10/25 17:06:57:777',14,293,85,76,954,1055,676,1,?,?,?,?,0.5,?,?,?,?,?
1110,'2021/10/25 17:06:57:931',14,336,84,74,954,1055,675,2,?,?,?,?,0.5,?,?,?,?,?
1111,'2021/10/25 17:06:58:088',14,407,66,72,960,1053,682,2,?,?,?,?,0.5,?,?,?,?,?
1112,'2021/10/25 17:06:58:245',14,426,70,73,960,1053,689,2,?,?,?,?,0.5,?,?,?,?,?
1113,'2021/10/25 17:06:58:400',14,367,57,67,949,1054,683,2,?,?,?,?,0.5,?,?,?,?,?
1114,'2021/10/25 17:06:58:557',14,269,59,92,946,1055,680,2,?,?,?,?,0.5,?,?,?,?,?
1115,'2021/10/25 17:06:58:714',14,293,53,92,948,1054,679,2,?,?,?,?,0.5,?,?,?,?,?
1116,'2021/10/25 17:06:58:870',14,334,53,95,959,1053,687,2,?,?,?,?,0.5,?,?,?,?,?
1117,'2021/10/25 17:06:59:024',14,345,52,64,954,1053,697,2,?,?,?,?,0.5,?,?,?,?,?
1118,'2021/10/25 17:06:59:180',14,297,48,59,950,1055,698,2,?,?,?,?,0.5,?,?,?,?,?
1119,'2021/10/25 17:06:59:334',14,309,52,66,949,1055,702,2,?,?,?,?,0.5,?,?,?,?,?
1120,'2021/10/25 17:06:59:488',14,283,52,77,959,1054,702,2,?,?,?,?,0.5,?,?,?,?,?
1121,'2021/10/25 17:06:59:646',14,285,59,85,961,1054,704,2,?,?,?,?,0.5,?,?,?,?,?
1122,'2021/10/25 17:06:59:802',14,289,57,81,953,1055,704,2,?,?,?,?,0.5,?,?,?,?,?
1123,'2021/10/25 17:06:59:957',14,336,52,77,952,1056,705,1,?,?,?,?,0.5,?,?,?,?,?
1124,'2021/10/25 17:07:00:112',14,396,48,78,954,1055,706,2,?,?,?,?,0.5,?,?,?,?,?
1125,'2021/10/25 17:07:00:268',14,384,53,79,957,1054,709,2,?,?,?,?,0.5,?,?,?,?,?
1126,'2021/10/25 17:07:00:423',14,413,60,78,953,1055,706,2,?,?,?,?,0.5,?,?,?,?,?
1127,'2021/10/25 17:07:00:577',14,322,68,82,949,1055,703,2,?,?,?,?,0.5,?,?,?,?,?
1128,'2021/10/25 17:07:00:731',14,337,75,83,948,1055,703,2,?,?,?,?,0.5,?,?,?,?,?
1129,'2021/10/25 17:07:00:886',14,379,72,83,957,1054,704,2,?,?,?,?,0.5,?,?,?,?,?
1130,'2021/10/25 17:07:01:043',14,380,65,75,957,1054,709,2,?,?,?,?,0.5,?,?,?,?,?
1131,'2021/10/25 17:07:01:197',14,333,58,80,949,1055,710,2,?,?,?,?,0.5,?,?,?,?,?
1132,'2021/10/25 17:07:01:352',14,276,48,80,948,1055,709,2,?,?,?,?,0.5,?,?,?,?,?
1133,'2021/10/25 17:07:01:507',14,317,48,80,953,1054,711,2,?,?,?,?,0.5,?,?,?,?,?
1134,'2021/10/25 17:07:01:661',14,348,52,76,956,1053,713,2,?,?,?,?,0.5,?,?,?,?,?
1135,'2021/10/25 17:07:01:818',14,405,52,58,950,1054,713,2,?,?,?,?,0.5,?,?,?,?,?
1136,'2021/10/25 17:07:12:083',15,102,184,38,967,2,784,2,?,?,?,?,0,?,?,?,?,?
1137,'2021/10/25 17:07:12:238',15,103,152,38,968,2,785,2,?,?,?,?,0,?,?,?,?,?
