@relation dataset

@attribute ID numeric
@attribute Time date 'yyyy/MM/dd HH:mm:ss:SSS'
@attribute 'Training round' numeric
@attribute helper-1 numeric
@attribute helper-2 numeric
@attribute helper-3 numeric
@attribute helper-4 numeric
@attribute helper-5 numeric
@attribute helper-6 numeric
@attribute helper-7 numeric
@attribute processing-1 numeric
@attribute processing-2 numeric
@attribute processing-3 numeric
@attribute processing-4 numeric
@attribute processing-5 numeric
@attribute processing-6 numeric
@attribute processing-7 numeric
@attribute processing-8 numeric
@attribute processing-9 numeric
@attribute processing-10 numeric

@data
1291,'2021/10/25 17:07:44:699',16,79,41,102,2,1064,362,2,?,?,?,?,1,?,?,?,?,?
1292,'2021/10/25 17:07:44:856',16,80,41,98,2,1065,240,2,?,?,?,?,1,?,?,?,?,?
1293,'2021/10/25 17:07:45:010',16,79,40,101,2,1064,123,2,?,?,?,?,1,?,?,?,?,?
1294,'2021/10/25 17:07:45:166',16,81,39,92,2,1065,5,2,?,?,?,?,1,?,?,?,?,?
1295,'2021/10/25 17:11:31:029',17,224,108,40,988,2,724,2,0.7,?,?,?,?,?,?,?,?,?
1296,'2021/10/25 17:11:31:184',17,218,98,39,988,2,724,2,0.7,?,?,?,?,?,?,?,?,?
1297,'2021/10/25 17:11:31:342',17,220,101,39,988,2,723,2,0.7,?,?,?,?,?,?,?,?,?
1298,'2021/10/25 17:11:31:498',17,226,100,38,988,2,723,2,0.7,?,?,?,?,?,?,?,?,?
1299,'2021/10/25 17:11:31:652',17,228,100,38,988,2,722,2,0.7,?,?,?,?,?,?,?,?,?
1300,'2021/10/25 17:11:31:808',17,221,98,38,987,2,722,2,0.7,?,?,?,?,?,?,?,?,?
1301,'2021/10/25 17:11:31:961',17,224,88,39,986,2,721,2,0.7,?,?,?,?,?,?,?,?,?
1302,'2021/10/25 17:11:32:117',17,217,89,39,986,2,721,2,0.7,?,?,?,?,?,?,?,?,?
1303,'2021/10/25 17:11:32:273',17,224,81,40,986,2,721,2,0.7,?,?,?,?,?,?,?,?,?
1304,'2021/10/25 17:11:32:429',17,220,80,40,986,2,722,2,0.7,?,?,?,?,?,?,?,?,?
1305,'2021/10/25 17:11:32:587',17,219,79,41,987,2,719,2,0.7,?,?,?,?,?,?,?,?,?
1306,'2021/10/25 17:11:32:741',17,217,80,42,986,2,717,2,0.7,?,?,?,?,?,?,?,?,?
1307,'2021/10/25 17:11:32:895',17,212,78,43,986,2,718,2,0.7,?,?,?,?,?,?,?,?,?
1308,'2021/10/25 17:11:33:052',17,221,83,44,986,2,721,2,0.7,?,?,?,?,?,?,?,?,?
1309,'2021/10/25 17:11:33:208',17,219,85,43,986,2,726,2,0.7,?,?,?,?,?,?,?,?,?
1310,'2021/10/25 17:11:33:364',17,214,95,41,986,2,731,2,0.7,?,?,?,?,?,?,?,?,?
1311,'2021/10/25 17:11:33:521',17,213,99,40,987,2,732,2,0.7,?,?,?,?,?,?,?,?,?
1312,'2021/10/25 17:11:33:675',17,211,101,39,987,2,733,2,0.7,?,?,?,?,?,?,?,?,?
1313,'2021/10/25 17:11:33:830',17,201,102,39,987,2,734,2,0.7,?,?,?,?,?,?,?,?,?
1314,'2021/10/25 17:11:33:986',17,208,103,39,987,2,735,2,0.7,?,?,?,?,?,?,?,?,?
1315,'2021/10/25 17:11:34:141',17,214,100,40,987,2,735,2,0.7,?,?,?,?,?,?,?,?,?
1316,'2021/10/25 17:11:34:297',17,208,101,40,987,2,735,2,0.7,?,?,?,?,?,?,?,?,?
1317,'2021/10/25 17:11:34:452',17,206,101,41,986,2,736,2,0.7,?,?,?,?,?,?,?,?,?
1318,'2021/10/25 17:11:34:608',17,193,106,41,986,2,737,1,0.7,?,?,?,?,?,?,?,?,?
1319,'2021/10/25 17:11:34:763',17,183,113,42,984,2,738,1,0.7,?,?,?,?,?,?,?,?,?
1320,'2021/10/25 17:11:34:920',17,180,120,43,983,2,739,2,0.7,?,?,?,?,?,?,?,?,?
1321,'2021/10/25 17:11:35:075',17,188,126,43,982,2,738,2,0.7,?,?,?,?,?,?,?,?,?
1322,'2021/10/25 17:11:35:230',17,192,113,45,983,2,736,2,0.7,?,?,?,?,?,?,?,?,?
1323,'2021/10/25 17:11:35:384',17,199,104,45,983,2,734,2,0.7,?,?,?,?,?,?,?,?,?
1324,'2021/10/25 17:11:35:539',17,205,87,45,984,2,734,2,0.7,?,?,?,?,?,?,?,?,?
1325,'2021/10/25 17:11:35:696',17,197,78,45,985,2,733,2,0.7,?,?,?,?,?,?,?,?,?
1326,'2021/10/25 17:11:35:851',17,194,76,43,985,2,734,2,0.7,?,?,?,?,?,?,?,?,?
1327,'2021/10/25 17:11:36:007',17,203,77,41,985,2,735,2,0.7,?,?,?,?,?,?,?,?,?
1328,'2021/10/25 17:11:36:163',17,211,80,40,986,2,735,2,0.7,?,?,?,?,?,?,?,?,?
1329,'2021/10/25 17:11:36:318',17,211,81,40,985,2,736,2,0.7,?,?,?,?,?,?,?,?,?
1330,'2021/10/25 17:11:36:476',17,206,89,40,985,2,736,2,0.7,?,?,?,?,?,?,?,?,?
1331,'2021/10/25 17:11:36:631',17,201,101,40,984,2,737,2,0.7,?,?,?,?,?,?,?,?,?
1332,'2021/10/25 17:11:36:788',17,201,111,40,984,2,737,2,0.7,?,?,?,?,?,?,?,?,?
1333,'2021/10/25 17:11:36:943',17,216,123,39,984,2,737,2,0.7,?,?,?,?,?,?,?,?,?
1334,'2021/10/25 17:11:37:098',17,214,121,39,984,2,738,2,0.7,?,?,?,?,?,?,?,?,?
1335,'2021/10/25 17:11:37:254',17,202,117,39,984,2,738,2,0.7,?,?,?,?,?,?,?,?,?
1336,'2021/10/25 17:11:37:410',17,193,114,39,985,2,738,2,0.7,?,?,?,?,?,?,?,?,?
1337,'2021/10/25 17:11:37:566',17,187,103,40,985,2,738,2,0.7,?,?,?,?,?,?,?,?,?
1338,'2021/10/25 17:11:37:721',17,209,104,39,985,2,738,2,0.7,?,?,?,?,?,?,?,?,?
1339,'2021/10/25 17:11:37:877',17,213,96,39,984,2,738,2,0.7,?,?,?,?,?,?,?,?,?
1340,'2021/10/25 17:11:38:033',17,223,98,39,984,2,737,2,0.7,?,?,?,?,?,?,?,?,?
1341,'2021/10/25 17:11:38:188',17,213,90,39,983,2,735,2,0.7,?,?,?,?,?,?,?,?,?
1342,'2021/10/25 17:11:38:342',17,206,91,40,982,2,733,2,0.7,?,?,?,?,?,?,?,?,?
1343,'2021/10/25 17:11:38:498',17,217,91,40,982,2,730,1,0.7,?,?,?,?,?,?,?,?,?
1344,'2021/10/25 17:11:38:653',17,217,92,40,982,2,729,1,0.7,?,?,?,?,?,?,?,?,?
1345,'2021/10/25 17:11:38:807',17,215,91,40,981,2,728,1,0.7,?,?,?,?,?,?,?,?,?
1346,'2021/10/25 17:11:38:963',17,206,93,40,980,2,729,1,0.7,?,?,?,?,?,?,?,?,?
1347,'2021/10/25 17:11:39:117',17,202,92,40,979,2,731,1,0.7,?,?,?,?,?,?,?,?,?
1348,'2021/10/25 17:11:39:271',17,194,90,40,978,2,733,2,0.7,?,?,?,?,?,?,?,?,?
1349,'2021/10/25 17:11:39:428',17,180,91,40,979,2,732,2,0.7,?,?,?,?,?,?,?,?,?
1350,'2021/10/25 17:11:39:585',17,184,86,40,980,2,730,2,0.7,?,?,?,?,?,?,?,?,?
1351,'2021/10/25 17:11:39:740',17,190,85,40,982,2,728,2,0.7,?,?,?,?,?,?,?,?,?
1352,'2021/10/25 17:11:39:895',17,188,88,40,983,2,727,2,0.7,?,?,?,?,?,?,?,?,?
1353,'2021/10/25 17:11:40:050',17,175,91,39,983,2,727,2,0.7,?,?,?,?,?,?,?,?,?
1354,'2021/10/25 17:11:40:205',17,159,92,39,983,2,728,2,0.7,?,?,?,?,?,?,?,?,?
1355,'2021/10/25 17:11:40:361',17,158,87,39,983,2,728,2,0.7,?,?,?,?,?,?,?,?,?
1356,'2021/10/25 17:11:40:517',17,172,88,39,983,2,728,2,0.7,?,?,?,?,?,?,?,?,?
1357,'2021/10/25 17:11:40:673',17,201,79,38,983,2,729,2,0.7,?,?,?,?,?,?,?,?,?
1358,'2021/10/25 17:11:40:828',17,205,79,39,984,2,729,2,0.7,?,?,?,?,?,?,?,?,?
1359,'2021/10/25 17:11:40:984',17,223,77,39,985,2,729,2,0.7,?,?,?,?,?,?,?,?,?
1360,'2021/10/25 17:11:41:138',17,214,73,39,985,2,728,2,0.7,?,?,?,?,?,?,?,?,?
1361,'2021/10/25 17:11:41:295',17,213,77,39,985,2,728,2,0.7,?,?,?,?,?,?,?,?,?
1362,'2021/10/25 17:11:41:451',17,206,78,39,986,2,728,2,0.7,?,?,?,?,?,?,?,?,?
1363,'2021/10/25 17:11:41:608',17,209,84,40,987,2,728,2,0.7,?,?,?,?,?,?,?,?,?
1364,'2021/10/25 17:11:41:763',17,216,88,40,988,2,729,1,0.7,?,?,?,?,?,?,?,?,?
1365,'2021/10/25 17:11:41:918',17,211,87,40,989,2,730,2,0.7,?,?,?,?,?,?,?,?,?
1366,'2021/10/25 17:11:42:076',17,198,97,40,989,2,731,2,0.7,?,?,?,?,?,?,?,?,?
1367,'2021/10/25 17:11:42:232',17,176,100,40,989,2,731,2,0.7,?,?,?,?,?,?,?,?,?
1368,'2021/10/25 17:11:42:388',17,174,103,40,989,2,732,2,0.7,?,?,?,?,?,?,?,?,?
1369,'2021/10/25 17:11:42:544',17,176,98,40,989,2,732,2,0.7,?,?,?,?,?,?,?,?,?
1370,'2021/10/25 17:11:42:697',17,202,92,40,988,2,733,2,0.7,?,?,?,?,?,?,?,?,?
1371,'2021/10/25 17:11:42:854',17,210,96,40,988,2,733,2,0.7,?,?,?,?,?,?,?,?,?
1372,'2021/10/25 17:11:43:011',17,209,102,40,987,2,733,2,0.7,?,?,?,?,?,?,?,?,?
1373,'2021/10/25 17:11:43:165',17,208,103,40,987,2,731,2,0.7,?,?,?,?,?,?,?,?,?
1374,'2021/10/25 17:11:43:321',17,201,102,40,987,2,731,2,0.7,?,?,?,?,?,?,?,?,?
1375,'2021/10/25 17:11:43:476',17,215,93,40,987,2,730,2,0.7,?,?,?,?,?,?,?,?,?
1376,'2021/10/25 17:11:43:631',17,202,86,40,986,2,731,2,0.7,?,?,?,?,?,?,?,?,?
1377,'2021/10/25 17:11:43:788',17,209,81,40,986,2,731,2,0.7,?,?,?,?,?,?,?,?,?
1378,'2021/10/25 17:14:40:486',18,202,87,49,937,1039,787,1,?,?,?,?,?,0.01,0.89,?,?,?
1379,'2021/10/25 17:14:40:642',18,213,89,49,930,1038,794,1,?,?,?,?,?,0.01,0.89,?,?,?
1380,'2021/10/25 17:14:40:798',18,210,87,53,925,1038,803,2,?,?,?,?,?,0.01,0.89,?,?,?
1381,'2021/10/25 17:14:40:952',18,213,75,57,928,1039,808,2,?,?,?,?,?,0.01,0.89,?,?,?
1382,'2021/10/25 17:14:41:107',18,211,73,70,933,1039,810,2,?,?,?,?,?,0.01,0.89,?,?,?
1383,'2021/10/25 17:14:41:262',18,213,72,83,939,1040,809,2,?,?,?,?,?,0.01,0.89,?,?,?
1384,'2021/10/25 17:14:41:417',18,214,70,96,946,1042,806,2,?,?,?,?,?,0.01,0.89,?,?,?
1385,'2021/10/25 17:14:41:572',18,218,71,101,950,1043,804,2,?,?,?,?,?,0.01,0.89,?,?,?
1386,'2021/10/25 17:14:41:727',18,215,70,96,955,1044,801,2,?,?,?,?,?,0.01,0.89,?,?,?
1387,'2021/10/25 17:14:41:881',18,226,69,89,958,1045,799,2,?,?,?,?,?,0.01,0.89,?,?,?
1388,'2021/10/25 17:14:42:036',18,219,72,75,961,1045,798,2,?,?,?,?,?,0.01,0.89,?,?,?
1389,'2021/10/25 17:14:42:190',18,223,78,63,962,1046,798,2,?,?,?,?,?,0.01,0.89,?,?,?
1390,'2021/10/25 17:14:42:346',18,207,76,54,963,1045,799,2,?,?,?,?,?,0.01,0.89,?,?,?
1391,'2021/10/25 17:14:42:503',18,206,78,50,963,1045,800,2,?,?,?,?,?,0.01,0.89,?,?,?
1392,'2021/10/25 17:14:42:659',18,207,80,51,962,1045,801,1,?,?,?,?,?,0.01,0.89,?,?,?
1393,'2021/10/25 17:14:42:814',18,207,79,53,962,1045,802,2,?,?,?,?,?,0.01,0.89,?,?,?
1394,'2021/10/25 17:14:42:970',18,205,81,56,962,1045,803,2,?,?,?,?,?,0.01,0.89,?,?,?
1395,'2021/10/25 17:14:43:125',18,202,81,57,962,1045,804,2,?,?,?,?,?,0.01,0.89,?,?,?
1396,'2021/10/25 17:14:43:281',18,197,79,58,962,1045,805,2,?,?,?,?,?,0.01,0.89,?,?,?
1397,'2021/10/25 17:14:43:436',18,183,82,58,962,1045,806,2,?,?,?,?,?,0.01,0.89,?,?,?
1398,'2021/10/25 17:14:43:592',18,182,80,54,963,1045,806,2,?,?,?,?,?,0.01,0.89,?,?,?
1399,'2021/10/25 17:14:43:748',18,175,86,54,964,1045,806,2,?,?,?,?,?,0.01,0.89,?,?,?
1400,'2021/10/25 17:14:43:904',18,168,82,51,965,1045,805,2,?,?,?,?,?,0.01,0.89,?,?,?
1401,'2021/10/25 17:14:44:059',18,157,78,50,966,1046,803,1,?,?,?,?,?,0.01,0.89,?,?,?
1402,'2021/10/25 17:14:44:215',18,157,79,61,968,1046,800,2,?,?,?,?,?,0.01,0.89,?,?,?
1403,'2021/10/25 17:14:44:370',18,163,83,84,970,1046,797,2,?,?,?,?,?,0.01,0.89,?,?,?
1404,'2021/10/25 17:14:44:527',18,178,81,118,972,1046,794,1,?,?,?,?,?,0.01,0.89,?,?,?
1405,'2021/10/25 17:14:44:683',18,180,84,150,972,1046,793,2,?,?,?,?,?,0.01,0.89,?,?,?
1406,'2021/10/25 17:14:44:838',18,183,80,159,972,1046,793,1,?,?,?,?,?,0.01,0.89,?,?,?
1407,'2021/10/25 17:14:44:993',18,176,74,140,972,1047,794,2,?,?,?,?,?,0.01,0.89,?,?,?
1408,'2021/10/25 17:14:45:149',18,173,77,104,971,1047,795,2,?,?,?,?,?,0.01,0.89,?,?,?
1409,'2021/10/25 17:14:45:307',18,176,77,72,971,1046,796,2,?,?,?,?,?,0.01,0.89,?,?,?
1410,'2021/10/25 17:14:45:461',18,160,79,59,971,1047,797,2,?,?,?,?,?,0.01,0.89,?,?,?
1411,'2021/10/25 17:14:45:618',18,168,83,60,971,1047,797,2,?,?,?,?,?,0.01,0.89,?,?,?
1412,'2021/10/25 17:14:45:773',18,167,80,67,972,1047,797,2,?,?,?,?,?,0.01,0.89,?,?,?
1413,'2021/10/25 17:14:45:929',18,177,81,68,972,1047,794,2,?,?,?,?,?,0.01,0.89,?,?,?
1414,'2021/10/25 17:14:46:084',18,173,80,64,972,1047,793,2,?,?,?,?,?,0.01,0.89,?,?,?
1415,'2021/10/25 17:14:46:240',18,192,77,54,972,1047,793,2,?,?,?,?,?,0.01,0.89,?,?,?
1416,'2021/10/25 17:14:46:395',18,213,78,49,973,1046,792,2,?,?,?,?,?,0.01,0.89,?,?,?
1417,'2021/10/25 17:14:46:554',18,228,77,47,974,1045,796,1,?,?,?,?,?,0.01,0.89,?,?,?
1418,'2021/10/25 17:14:46:708',18,260,83,53,975,1044,798,2,?,?,?,?,?,0.01,0.89,?,?,?
1419,'2021/10/25 17:14:46:865',18,281,84,62,973,1044,797,2,?,?,?,?,?,0.01,0.89,?,?,?
1420,'2021/10/25 17:14:47:021',18,287,82,71,970,1046,795,1,?,?,?,?,?,0.01,0.89,?,?,?
1421,'2021/10/25 17:14:47:177',18,284,79,67,968,1047,793,2,?,?,?,?,?,0.01,0.89,?,?,?
1422,'2021/10/25 17:14:47:334',18,261,74,61,969,1047,791,2,?,?,?,?,?,0.01,0.89,?,?,?
1423,'2021/10/25 17:14:47:490',18,241,74,52,974,1045,793,1,?,?,?,?,?,0.01,0.89,?,?,?
1424,'2021/10/25 17:14:47:646',18,204,72,45,978,1044,794,2,?,?,?,?,?,0.01,0.89,?,?,?
1425,'2021/10/25 17:14:47:799',18,194,73,45,978,1044,794,2,?,?,?,?,?,0.01,0.89,?,?,?
1426,'2021/10/25 17:14:47:953',18,174,68,47,973,1045,792,1,?,?,?,?,?,0.01,0.89,?,?,?
1427,'2021/10/25 17:14:48:108',18,159,69,53,968,1046,791,2,?,?,?,?,?,0.01,0.89,?,?,?
1428,'2021/10/25 17:14:48:263',18,164,73,61,965,1047,789,2,?,?,?,?,?,0.01,0.89,?,?,?
1429,'2021/10/25 17:14:48:420',18,164,74,66,968,1046,791,2,?,?,?,?,?,0.01,0.89,?,?,?
1430,'2021/10/25 17:14:48:575',18,172,73,68,972,1045,793,2,?,?,?,?,?,0.01,0.89,?,?,?
1431,'2021/10/25 17:14:48:732',18,176,75,63,976,1045,795,2,?,?,?,?,?,0.01,0.89,?,?,?
1432,'2021/10/25 17:14:48:887',18,181,72,55,976,1046,795,2,?,?,?,?,?,0.01,0.89,?,?,?
1433,'2021/10/25 17:14:49:042',18,188,72,52,974,1046,793,2,?,?,?,?,?,0.01,0.89,?,?,?
1434,'2021/10/25 17:14:49:197',18,190,79,51,970,1047,790,2,?,?,?,?,?,0.01,0.89,?,?,?
1435,'2021/10/25 17:14:49:353',18,198,82,50,969,1047,789,1,?,?,?,?,?,0.01,0.89,?,?,?
1436,'2021/10/25 17:14:49:508',18,194,83,63,971,1047,789,2,?,?,?,?,?,0.01,0.89,?,?,?
1437,'2021/10/25 17:14:49:663',18,183,85,99,975,1046,791,2,?,?,?,?,?,0.01,0.89,?,?,?
1438,'2021/10/25 17:14:49:820',18,182,83,148,978,1045,793,1,?,?,?,?,?,0.01,0.89,?,?,?
1439,'2021/10/25 17:14:49:976',18,189,82,185,978,1045,794,2,?,?,?,?,?,0.01,0.89,?,?,?
1440,'2021/10/25 17:14:50:130',18,206,86,187,975,1045,794,2,?,?,?,?,?,0.01,0.89,?,?,?
1441,'2021/10/25 17:14:50:283',18,228,83,147,970,1046,793,2,?,?,?,?,?,0.01,0.89,?,?,?
1442,'2021/10/25 17:14:50:439',18,239,80,98,966,1046,792,1,?,?,?,?,?,0.01,0.89,?,?,?
1443,'2021/10/25 17:14:50:594',18,231,75,65,966,1044,794,2,?,?,?,?,?,0.01,0.89,?,?,?
1444,'2021/10/25 17:14:50:750',18,220,73,55,968,1042,798,2,?,?,?,?,?,0.01,0.89,?,?,?
1445,'2021/10/25 17:14:50:907',18,204,75,63,969,1040,801,1,?,?,?,?,?,0.01,0.89,?,?,?
1446,'2021/10/25 17:14:51:062',18,194,80,78,968,1040,803,2,?,?,?,?,?,0.01,0.89,?,?,?
1447,'2021/10/25 17:14:51:217',18,187,82,90,963,1042,803,2,?,?,?,?,?,0.01,0.89,?,?,?
1448,'2021/10/25 17:14:51:374',18,180,83,98,961,1043,801,2,?,?,?,?,?,0.01,0.89,?,?,?
1449,'2021/10/25 17:14:51:529',18,183,83,103,960,1045,799,2,?,?,?,?,?,0.01,0.89,?,?,?
1450,'2021/10/25 17:14:51:685',18,187,77,95,963,1044,799,2,?,?,?,?,?,0.01,0.89,?,?,?
1451,'2021/10/25 17:14:51:840',18,198,74,89,969,1044,800,1,?,?,?,?,?,0.01,0.89,?,?,?
1452,'2021/10/25 17:14:51:996',18,212,76,79,973,1044,800,2,?,?,?,?,?,0.01,0.89,?,?,?
1453,'2021/10/25 17:14:52:153',18,214,72,72,973,1045,797,2,?,?,?,?,?,0.01,0.89,?,?,?
1454,'2021/10/25 17:14:52:308',18,217,73,61,969,1046,794,2,?,?,?,?,?,0.01,0.89,?,?,?
1455,'2021/10/25 17:14:52:464',18,219,73,57,966,1047,792,2,?,?,?,?,?,0.01,0.89,?,?,?
1456,'2021/10/25 17:14:52:618',18,208,75,52,966,1046,794,2,?,?,?,?,?,0.01,0.89,?,?,?
1457,'2021/10/25 17:14:52:774',18,210,71,50,968,1044,798,2,?,?,?,?,?,0.01,0.89,?,?,?
1458,'2021/10/25 17:14:52:929',18,210,72,49,971,1043,801,2,?,?,?,?,?,0.01,0.89,?,?,?
1459,'2021/10/25 17:15:16:701',19,1125,1034,697,787,1052,743,2,?,?,?,?,?,1,0,?,?,?
1460,'2021/10/25 17:15:16:856',19,1125,978,738,775,1052,745,2,?,?,?,?,?,1,0,?,?,?
1461,'2021/10/25 17:15:17:012',19,1125,899,762,751,1052,754,2,?,?,?,?,?,1,0,?,?,?
1462,'2021/10/25 17:15:17:166',19,1125,792,664,725,1053,768,1,?,?,?,?,?,1,0,?,?,?
1463,'2021/10/25 17:15:17:322',19,1125,732,631,693,1053,791,2,?,?,?,?,?,1,0,?,?,?
1464,'2021/10/25 17:15:17:477',19,1125,690,604,685,1053,803,2,?,?,?,?,?,1,0,?,?,?
1465,'2021/10/25 17:15:17:633',19,1125,814,636,700,1054,811,2,?,?,?,?,?,1,0,?,?,?
1466,'2021/10/25 17:15:17:790',19,1125,942,715,720,1054,814,2,?,?,?,?,?,1,0,?,?,?
1467,'2021/10/25 17:15:17:945',19,1125,1054,639,741,1054,817,2,?,?,?,?,?,1,0,?,?,?
1468,'2021/10/25 17:15:18:100',19,1125,1106,581,726,1054,823,2,?,?,?,?,?,1,0,?,?,?
1469,'2021/10/25 17:15:18:256',19,1125,1106,508,693,1054,842,2,?,?,?,?,?,1,0,?,?,?
1470,'2021/10/25 17:15:18:411',19,1125,1081,510,675,1054,855,2,?,?,?,?,?,1,0,?,?,?
1471,'2021/10/25 17:15:18:565',19,1125,1103,554,679,1054,858,2,?,?,?,?,?,1,0,?,?,?
1472,'2021/10/25 17:15:18:721',19,1125,1103,578,712,1054,829,2,?,?,?,?,?,1,0,?,?,?
1473,'2021/10/25 17:15:18:878',19,1125,1076,605,732,1055,790,1,?,?,?,?,?,1,0,?,?,?
1474,'2021/10/25 17:15:19:035',19,1125,1093,588,732,1055,779,2,?,?,?,?,?,1,0,?,?,?
1475,'2021/10/25 17:15:19:190',19,1125,1083,560,715,1055,781,2,?,?,?,?,?,1,0,?,?,?
1476,'2021/10/25 17:15:19:347',19,1125,1055,567,680,1055,811,2,?,?,?,?,?,1,0,?,?,?
1477,'2021/10/25 17:15:19:501',19,1125,1047,556,644,1055,847,2,?,?,?,?,?,1,0,?,?,?
1478,'2021/10/25 17:15:19:658',19,1125,1034,546,637,1055,836,2,?,?,?,?,?,1,0,?,?,?
1479,'2021/10/25 17:15:19:814',19,1125,1028,563,629,1055,825,2,?,?,?,?,?,1,0,?,?,?
1480,'2021/10/25 17:15:19:969',19,1125,1025,571,641,1055,820,2,?,?,?,?,?,1,0,?,?,?
1481,'2021/10/25 17:15:20:124',19,1125,997,580,636,1055,836,2,?,?,?,?,?,1,0,?,?,?
1482,'2021/10/25 17:15:20:281',19,1125,976,552,633,1054,857,2,?,?,?,?,?,1,0,?,?,?
1483,'2021/10/25 17:15:20:435',19,1125,947,542,633,1055,865,2,?,?,?,?,?,1,0,?,?,?
1484,'2021/10/25 17:15:20:590',19,1125,893,510,648,1055,863,2,?,?,?,?,?,1,0,?,?,?
1485,'2021/10/25 17:15:20:744',19,1125,841,507,666,1055,852,2,?,?,?,?,?,1,0,?,?,?
1486,'2021/10/25 17:15:20:899',19,1125,809,556,675,1055,841,2,?,?,?,?,?,1,0,?,?,?
1487,'2021/10/25 17:15:21:054',19,1125,799,565,678,1056,833,2,?,?,?,?,?,1,0,?,?,?
1488,'2021/10/25 17:15:21:208',19,1125,770,578,674,1056,829,1,?,?,?,?,?,1,0,?,?,?
1489,'2021/10/25 17:15:21:364',19,1125,760,559,672,1056,830,1,?,?,?,?,?,1,0,?,?,?
1490,'2021/10/25 17:15:21:520',19,1125,777,512,671,1056,822,1,?,?,?,?,?,1,0,?,?,?
1491,'2021/10/25 17:15:21:675',19,1125,741,481,670,1056,813,1,?,?,?,?,?,1,0,?,?,?
1492,'2021/10/25 17:15:21:830',19,1125,774,472,657,1057,807,2,?,?,?,?,?,1,0,?,?,?
1493,'2021/10/25 17:15:21:984',19,1125,797,520,649,1057,803,1,?,?,?,?,?,1,0,?,?,?
1494,'2021/10/25 17:15:22:138',19,1125,799,546,634,1057,811,1,?,?,?,?,?,1,0,?,?,?
1495,'2021/10/25 17:15:22:293',19,1125,809,560,627,1056,816,2,?,?,?,?,?,1,0,?,?,?
1496,'2021/10/25 17:15:22:448',19,1125,800,569,623,1056,822,2,?,?,?,?,?,1,0,?,?,?
1497,'2021/10/25 17:15:22:603',19,1125,806,567,618,1056,828,2,?,?,?,?,?,1,0,?,?,?
1498,'2021/10/25 17:15:22:758',19,1125,762,564,623,1056,834,2,?,?,?,?,?,1,0,?,?,?
1499,'2021/10/25 17:15:22:914',19,1125,763,539,627,1056,829,2,?,?,?,?,?,1,0,?,?,?
1500,'2021/10/25 17:15:23:071',19,1125,759,507,642,1056,814,2,?,?,?,?,?,1,0,?,?,?
1501,'2021/10/25 17:15:23:226',19,1125,735,468,661,1056,802,2,?,?,?,?,?,1,0,?,?,?
1502,'2021/10/25 17:15:23:381',19,1125,723,425,674,1056,802,2,?,?,?,?,?,1,0,?,?,?
1503,'2021/10/25 17:15:23:536',19,1125,729,402,678,1056,813,2,?,?,?,?,?,1,0,?,?,?
1504,'2021/10/25 17:15:23:691',19,1125,756,370,675,1056,829,2,?,?,?,?,?,1,0,?,?,?
1505,'2021/10/25 17:15:23:846',19,1125,779,371,661,1056,844,2,?,?,?,?,?,1,0,?,?,?
1506,'2021/10/25 17:15:24:001',19,1125,785,341,652,1056,853,2,?,?,?,?,?,1,0,?,?,?
1507,'2021/10/25 17:15:24:155',19,1125,743,341,643,1056,858,2,?,?,?,?,?,1,0,?,?,?
1508,'2021/10/25 17:15:24:311',19,1125,684,371,646,1056,861,2,?,?,?,?,?,1,0,?,?,?
1509,'2021/10/25 17:15:24:465',19,1125,654,414,653,1056,863,2,?,?,?,?,?,1,0,?,?,?
1510,'2021/10/25 17:15:24:621',19,1125,641,496,665,1056,864,2,?,?,?,?,?,1,0,?,?,?
1511,'2021/10/25 17:15:24:775',19,1125,652,522,671,1057,866,2,?,?,?,?,?,1,0,?,?,?
1512,'2021/10/25 17:15:24:930',19,1125,660,566,670,1057,867,1,?,?,?,?,?,1,0,?,?,?
1513,'2021/10/25 17:15:25:085',19,1125,625,541,677,1056,870,2,?,?,?,?,?,1,0,?,?,?
1514,'2021/10/25 17:15:25:240',19,1125,608,500,687,1056,872,1,?,?,?,?,?,1,0,?,?,?
1515,'2021/10/25 17:15:25:395',19,1118,569,439,702,1056,872,1,?,?,?,?,?,1,0,?,?,?
1516,'2021/10/25 17:15:25:550',19,1110,531,419,707,1057,870,2,?,?,?,?,?,1,0,?,?,?
1517,'2021/10/25 17:15:25:704',19,1094,532,390,711,1056,868,2,?,?,?,?,?,1,0,?,?,?
1518,'2021/10/25 17:15:25:861',19,1094,507,390,723,1057,861,2,?,?,?,?,?,1,0,?,?,?
1519,'2021/10/25 17:15:26:016',19,1074,471,418,730,1057,836,2,?,?,?,?,?,1,0,?,?,?
1520,'2021/10/25 17:15:26:172',19,1099,431,403,745,1057,798,1,?,?,?,?,?,1,0,?,?,?
1521,'2021/10/25 17:15:26:327',19,1085,398,416,745,1057,755,1,?,?,?,?,?,1,0,?,?,?
1522,'2021/10/25 17:15:26:482',19,1065,384,364,726,1057,710,1,?,?,?,?,?,1,0,?,?,?
1523,'2021/10/25 17:15:26:638',19,1042,377,384,694,1057,708,2,?,?,?,?,?,1,0,?,?,?
1524,'2021/10/25 17:15:26:792',19,1033,368,417,652,1057,727,2,?,?,?,?,?,1,0,?,?,?
1525,'2021/10/25 17:15:26:950',19,1043,373,421,639,1056,744,2,?,?,?,?,?,1,0,?,?,?
1526,'2021/10/25 17:15:27:105',19,1110,410,416,655,1054,756,2,?,?,?,?,?,1,0,?,?,?
