@relation dataset

@attribute ID numeric
@attribute Time date 'yyyy/MM/dd HH:mm:ss:SSS'
@attribute 'Training round' numeric
@attribute helper-1 numeric
@attribute helper-2 numeric
@attribute helper-3 numeric
@attribute helper-4 numeric
@attribute helper-5 numeric
@attribute helper-6 numeric
@attribute helper-7 numeric
@attribute giveme-1 numeric
@attribute giveme-2 numeric
@attribute giveme-3 numeric
@attribute giveme-4 numeric
@attribute giveme-5 numeric
@attribute giveme-6 numeric
@attribute giveme-7 numeric
@attribute giveme-8 numeric
@attribute giveme-9 numeric
@attribute giveme-10 numeric

@data
495,'2020/02/21 11:13:47:990',6,1125,1125,408,2,4,2,1,?,?,?,?,1,?,?,?,?,?
496,'2020/02/21 11:13:48:115',6,1125,1125,375,2,4,1,1,?,?,?,?,1,?,?,?,?,?
497,'2020/02/21 11:13:48:241',6,1125,1125,396,2,4,1,1,?,?,?,?,1,?,?,?,?,?
498,'2020/02/21 11:13:48:367',6,1125,1125,432,2,4,1,1,?,?,?,?,1,?,?,?,?,?
499,'2020/02/21 11:13:48:494',6,1125,1125,411,2,4,1,1,?,?,?,?,1,?,?,?,?,?
500,'2020/02/21 11:13:48:620',6,1125,1125,405,2,4,2,1,?,?,?,?,1,?,?,?,?,?
501,'2020/02/21 11:13:48:745',6,1125,1125,405,2,4,2,2,?,?,?,?,1,?,?,?,?,?
502,'2020/02/21 11:13:48:871',6,1125,1125,395,2,3,1,2,?,?,?,?,1,?,?,?,?,?
503,'2020/02/21 11:13:48:996',6,1111,1125,345,2,4,1,2,?,?,?,?,1,?,?,?,?,?
504,'2020/02/21 11:13:49:123',6,1111,1125,324,2,4,1,2,?,?,?,?,1,?,?,?,?,?
505,'2020/02/21 11:13:49:249',6,1111,1105,306,2,4,1,2,?,?,?,?,1,?,?,?,?,?
506,'2020/02/21 11:13:49:376',6,1104,1044,283,2,4,1,1,?,?,?,?,1,?,?,?,?,?
507,'2020/02/21 11:13:49:501',6,1064,1009,272,2,4,2,1,?,?,?,?,1,?,?,?,?,?
508,'2020/02/21 11:13:49:628',6,1028,958,270,2,4,2,1,?,?,?,?,1,?,?,?,?,?
509,'2020/02/21 11:13:49:754',6,986,893,284,2,4,2,1,?,?,?,?,1,?,?,?,?,?
510,'2020/02/21 11:13:49:880',6,947,944,288,2,4,2,1,?,?,?,?,1,?,?,?,?,?
511,'2020/02/21 11:13:50:006',6,855,905,306,2,3,1,1,?,?,?,?,1,?,?,?,?,?
512,'2020/02/21 11:13:50:132',6,775,922,317,2,3,2,1,?,?,?,?,1,?,?,?,?,?
513,'2020/02/21 11:13:50:259',6,695,928,331,2,3,1,1,?,?,?,?,1,?,?,?,?,?
514,'2020/02/21 11:13:50:384',6,596,810,353,2,3,1,1,?,?,?,?,1,?,?,?,?,?
515,'2020/02/21 11:13:50:511',6,585,744,353,2,4,2,1,?,?,?,?,1,?,?,?,?,?
516,'2020/02/21 11:13:50:637',6,570,681,357,2,4,2,1,?,?,?,?,1,?,?,?,?,?
517,'2020/02/21 11:13:50:764',6,573,565,357,2,4,2,1,?,?,?,?,1,?,?,?,?,?
518,'2020/02/21 11:13:50:891',6,553,597,358,2,4,2,1,?,?,?,?,1,?,?,?,?,?
519,'2020/02/21 11:13:51:017',6,522,676,345,3,4,2,2,?,?,?,?,1,?,?,?,?,?
520,'2020/02/21 11:13:51:144',6,524,643,340,3,4,2,2,?,?,?,?,1,?,?,?,?,?
521,'2020/02/21 11:13:51:270',6,569,653,331,3,4,1,1,?,?,?,?,1,?,?,?,?,?
522,'2020/02/21 11:13:51:397',6,663,733,320,3,4,1,1,?,?,?,?,1,?,?,?,?,?
523,'2020/02/21 11:13:51:524',6,819,756,322,3,4,2,1,?,?,?,?,1,?,?,?,?,?
524,'2020/02/21 11:13:51:650',6,906,764,336,3,4,2,1,?,?,?,?,1,?,?,?,?,?
525,'2020/02/21 11:13:51:777',6,1047,790,338,2,4,2,1,?,?,?,?,1,?,?,?,?,?
526,'2020/02/21 11:13:51:903',6,1049,816,330,3,4,2,1,?,?,?,?,1,?,?,?,?,?
527,'2020/02/21 11:13:52:030',6,1012,687,322,3,4,1,2,?,?,?,?,1,?,?,?,?,?
528,'2020/02/21 11:13:52:156',6,1030,636,319,3,4,1,2,?,?,?,?,1,?,?,?,?,?
529,'2020/02/21 11:13:52:283',6,1030,690,315,3,4,1,1,?,?,?,?,1,?,?,?,?,?
530,'2020/02/21 11:13:52:410',6,1045,706,346,3,4,1,1,?,?,?,?,1,?,?,?,?,?
531,'2020/02/21 11:13:52:536',6,1088,831,441,3,4,1,1,?,?,?,?,1,?,?,?,?,?
532,'2020/02/21 11:13:52:663',6,966,992,645,3,4,1,1,?,?,?,?,1,?,?,?,?,?
533,'2020/02/21 11:13:52:789',6,794,1051,795,3,4,1,1,?,?,?,?,1,?,?,?,?,?
534,'2020/02/21 11:25:49:539',7,696,305,357,3,4,1,1,?,?,?,?,?,?,?,?,?,?
535,'2020/02/21 11:25:49:666',7,755,355,343,3,4,2,1,?,?,?,?,?,?,?,?,?,?
536,'2020/02/21 11:25:49:791',7,770,430,324,3,4,2,1,?,?,?,?,?,?,?,?,?,?
537,'2020/02/21 11:25:49:917',7,830,424,322,3,4,2,1,?,?,?,?,?,?,?,?,?,?
538,'2020/02/21 11:25:50:044',7,913,444,277,3,3,2,1,?,?,?,?,?,?,?,?,?,?
539,'2020/02/21 11:25:50:171',7,835,443,255,3,4,2,1,?,?,?,?,?,?,?,?,?,?
540,'2020/02/21 11:25:50:298',7,810,406,243,3,3,2,1,?,?,?,?,?,?,?,?,?,?
541,'2020/02/21 11:25:50:424',7,761,447,237,3,3,2,1,?,?,?,?,?,?,?,?,?,?
542,'2020/02/21 11:25:50:551',7,775,456,234,3,3,2,1,?,?,?,?,?,?,?,?,?,?
543,'2020/02/21 11:25:50:677',7,854,573,237,3,3,2,1,?,?,?,?,?,?,?,?,?,?
544,'2020/02/21 11:25:50:803',7,983,697,225,3,3,2,1,?,?,?,?,?,?,?,?,?,?
545,'2020/02/21 11:25:50:929',7,1028,804,240,3,3,2,1,?,?,?,?,?,?,?,?,?,?
546,'2020/02/21 11:25:51:056',7,1028,955,271,3,3,2,1,?,?,?,?,?,?,?,?,?,?
547,'2020/02/21 11:25:51:182',7,1064,1031,268,3,3,2,1,?,?,?,?,?,?,?,?,?,?
548,'2020/02/21 11:25:51:308',7,1125,1077,287,3,4,2,1,?,?,?,?,?,?,?,?,?,?
549,'2020/02/21 11:25:51:435',7,1125,1069,285,3,4,2,1,?,?,?,?,?,?,?,?,?,?
550,'2020/02/21 11:25:51:561',7,1108,1069,324,3,4,2,1,?,?,?,?,?,?,?,?,?,?
551,'2020/02/21 11:25:51:686',7,1074,1092,489,3,4,2,1,?,?,?,?,?,?,?,?,?,?
552,'2020/02/21 11:25:51:812',7,1074,1089,564,3,4,1,1,?,?,?,?,?,?,?,?,?,?
553,'2020/02/21 11:25:51:938',7,1074,1097,573,3,4,1,1,?,?,?,?,?,?,?,?,?,?
554,'2020/02/21 11:25:52:064',7,1083,943,510,3,4,1,1,?,?,?,?,?,?,?,?,?,?
555,'2020/02/21 11:25:52:190',7,1125,779,389,3,4,1,1,?,?,?,?,?,?,?,?,?,?
556,'2020/02/21 11:25:52:317',7,1076,572,233,3,4,1,1,?,?,?,?,?,?,?,?,?,?
557,'2020/02/21 11:25:52:443',7,1019,440,190,3,4,2,1,?,?,?,?,?,?,?,?,?,?
558,'2020/02/21 11:25:52:570',7,926,285,182,3,5,2,1,?,?,?,?,?,?,?,?,?,?
559,'2020/02/21 11:25:52:696',7,849,264,202,3,4,2,1,?,?,?,?,?,?,?,?,?,?
560,'2020/02/21 11:25:52:822',7,736,254,213,3,4,2,1,?,?,?,?,?,?,?,?,?,?
561,'2020/02/21 11:25:52:949',7,549,258,216,3,4,2,1,?,?,?,?,?,?,?,?,?,?
562,'2020/02/21 11:26:26:811',8,65,93,22,904,5,1,2,?,?,?,?,?,?,?,?,?,?
563,'2020/02/21 11:26:26:938',8,68,89,24,903,5,1,2,?,?,?,?,?,?,?,?,?,?
564,'2020/02/21 11:26:27:065',8,66,91,24,903,6,1,1,?,?,?,?,?,?,?,?,?,?
565,'2020/02/21 11:26:27:191',8,71,93,24,902,5,1,2,?,?,?,?,?,?,?,?,?,?
566,'2020/02/21 11:26:27:317',8,70,86,25,902,6,1,1,?,?,?,?,?,?,?,?,?,?
567,'2020/02/21 11:26:27:444',8,75,85,24,902,6,1,2,?,?,?,?,?,?,?,?,?,?
568,'2020/02/21 11:26:27:570',8,81,89,23,901,5,1,2,?,?,?,?,?,?,?,?,?,?
569,'2020/02/21 11:26:27:696',8,76,85,24,901,6,2,2,?,?,?,?,?,?,?,?,?,?
570,'2020/02/21 11:26:27:822',8,74,84,26,901,6,2,1,?,?,?,?,?,?,?,?,?,?
571,'2020/02/21 11:26:27:949',8,73,87,26,900,5,2,1,?,?,?,?,?,?,?,?,?,?
572,'2020/02/21 11:26:28:075',8,71,87,27,900,5,2,1,?,?,?,?,?,?,?,?,?,?
573,'2020/02/21 11:26:28:201',8,78,85,27,900,5,1,1,?,?,?,?,?,?,?,?,?,?
574,'2020/02/21 11:26:28:327',8,81,82,24,900,5,2,1,?,?,?,?,?,?,?,?,?,?
575,'2020/02/21 11:26:28:454',8,87,84,25,900,5,1,1,?,?,?,?,?,?,?,?,?,?
576,'2020/02/21 11:26:28:581',8,96,80,25,899,5,1,2,?,?,?,?,?,?,?,?,?,?
577,'2020/02/21 11:26:28:707',8,96,76,25,899,5,1,1,?,?,?,?,?,?,?,?,?,?
578,'2020/02/21 11:26:28:834',8,94,74,26,899,6,1,2,?,?,?,?,?,?,?,?,?,?
579,'2020/02/21 11:26:28:960',8,80,71,26,898,5,1,1,?,?,?,?,?,?,?,?,?,?
580,'2020/02/21 11:26:29:086',8,73,70,25,898,6,1,1,?,?,?,?,?,?,?,?,?,?
581,'2020/02/21 11:26:29:212',8,63,73,24,898,6,2,1,?,?,?,?,?,?,?,?,?,?
582,'2020/02/21 11:26:29:339',8,58,75,25,898,5,1,1,?,?,?,?,?,?,?,?,?,?
583,'2020/02/21 11:26:29:466',8,58,75,25,898,5,1,2,?,?,?,?,?,?,?,?,?,?
584,'2020/02/21 11:26:29:592',8,59,76,24,898,5,1,1,?,?,?,?,?,?,?,?,?,?
585,'2020/02/21 11:26:29:718',8,57,78,24,898,5,1,1,?,?,?,?,?,?,?,?,?,?
586,'2020/02/21 11:26:29:845',8,58,76,23,898,5,1,1,?,?,?,?,?,?,?,?,?,?
587,'2020/02/21 11:26:29:972',8,60,75,22,898,5,1,1,?,?,?,?,?,?,?,?,?,?
588,'2020/02/21 11:26:30:097',8,58,76,22,898,5,1,1,?,?,?,?,?,?,?,?,?,?
589,'2020/02/21 11:26:30:223',8,55,76,24,898,5,1,1,?,?,?,?,?,?,?,?,?,?
590,'2020/02/21 11:26:30:349',8,57,74,24,898,5,1,1,?,?,?,?,?,?,?,?,?,?
591,'2020/02/21 11:26:30:475',8,56,72,25,898,5,1,1,?,?,?,?,?,?,?,?,?,?
592,'2020/02/21 11:26:30:601',8,57,71,28,898,5,1,2,?,?,?,?,?,?,?,?,?,?
593,'2020/02/21 11:26:30:727',8,61,73,30,898,5,1,2,?,?,?,?,?,?,?,?,?,?
594,'2020/02/21 11:26:30:854',8,60,73,29,898,5,2,1,?,?,?,?,?,?,?,?,?,?
595,'2020/02/21 11:26:30:981',8,63,73,29,897,5,1,1,?,?,?,?,?,?,?,?,?,?
596,'2020/02/21 11:26:31:106',8,62,77,29,897,5,1,1,?,?,?,?,?,?,?,?,?,?
597,'2020/02/21 11:26:31:232',8,60,70,26,897,5,2,1,?,?,?,?,?,?,?,?,?,?
598,'2020/02/21 11:26:31:359',8,62,66,24,896,5,1,1,?,?,?,?,?,?,?,?,?,?
599,'2020/02/21 11:26:31:486',8,63,68,24,896,5,1,2,?,?,?,?,?,?,?,?,?,?
600,'2020/02/21 11:26:31:613',8,60,68,23,895,5,1,2,?,?,?,?,?,?,?,?,?,?
601,'2020/02/21 11:26:31:739',8,60,69,23,895,5,2,2,?,?,?,?,?,?,?,?,?,?
602,'2020/02/21 11:26:31:865',8,58,74,24,895,6,2,1,?,?,?,?,?,?,?,?,?,?
691,'2020/02/21 11:29:36:926',10,100,150,31,902,7,2,1,?,?,?,?,?,?,?,?,?,?
692,'2020/02/21 11:29:37:053',10,84,141,29,903,7,2,1,?,?,?,?,?,?,?,?,?,?
693,'2020/02/21 11:29:37:179',10,86,140,31,903,7,2,1,?,?,?,?,?,?,?,?,?,?
694,'2020/02/21 11:29:37:306',10,85,141,32,902,7,2,1,?,?,?,?,?,?,?,?,?,?
695,'2020/02/21 11:29:37:432',10,92,139,35,903,7,1,1,?,?,?,?,?,?,?,?,?,?
696,'2020/02/21 11:29:37:558',10,90,136,37,902,7,2,1,?,?,?,?,?,?,?,?,?,?
697,'2020/02/21 11:29:37:685',10,93,131,36,902,7,2,2,?,?,?,?,?,?,?,?,?,?
698,'2020/02/21 11:29:37:811',10,97,126,35,901,7,2,1,?,?,?,?,?,?,?,?,?,?
699,'2020/02/21 11:29:37:938',10,98,122,33,901,7,2,1,?,?,?,?,?,?,?,?,?,?
700,'2020/02/21 11:29:38:063',10,96,121,30,900,7,1,1,?,?,?,?,?,?,?,?,?,?
701,'2020/02/21 11:29:38:190',10,93,117,28,900,7,1,1,?,?,?,?,?,?,?,?,?,?
702,'2020/02/21 11:29:38:316',10,100,119,28,900,7,1,2,?,?,?,?,?,?,?,?,?,?
703,'2020/02/21 11:29:38:442',10,94,113,27,900,7,1,2,?,?,?,?,?,?,?,?,?,?
704,'2020/02/21 11:29:38:568',10,92,108,27,900,7,1,2,?,?,?,?,?,?,?,?,?,?
705,'2020/02/21 11:29:38:695',10,100,111,28,899,7,2,2,?,?,?,?,?,?,?,?,?,?
706,'2020/02/21 11:29:38:821',10,94,113,27,899,7,2,2,?,?,?,?,?,?,?,?,?,?
707,'2020/02/21 11:29:38:946',10,91,115,27,899,7,2,2,?,?,?,?,?,?,?,?,?,?
708,'2020/02/21 11:29:39:074',10,85,119,27,899,7,1,2,?,?,?,?,?,?,?,?,?,?
709,'2020/02/21 11:29:39:200',10,87,122,25,899,7,1,2,?,?,?,?,?,?,?,?,?,?
710,'2020/02/21 11:29:39:327',10,95,123,25,899,7,2,2,?,?,?,?,?,?,?,?,?,?
711,'2020/02/21 11:29:39:454',10,96,120,26,899,7,1,2,?,?,?,?,?,?,?,?,?,?
712,'2020/02/21 11:29:39:580',10,99,125,27,899,7,1,2,?,?,?,?,?,?,?,?,?,?
713,'2020/02/21 11:29:39:707',10,110,126,27,899,7,1,1,?,?,?,?,?,?,?,?,?,?
714,'2020/02/21 11:29:39:833',10,98,124,28,899,6,1,1,?,?,?,?,?,?,?,?,?,?
715,'2020/02/21 11:29:39:959',10,117,121,28,899,7,1,1,?,?,?,?,?,?,?,?,?,?
716,'2020/02/21 11:29:40:085',10,164,121,29,899,7,1,1,?,?,?,?,?,?,?,?,?,?
717,'2020/02/21 11:29:40:212',10,184,118,28,899,7,1,1,?,?,?,?,?,?,?,?,?,?
718,'2020/02/21 11:29:40:337',10,175,119,30,899,7,1,2,?,?,?,?,?,?,?,?,?,?
719,'2020/02/21 11:29:40:464',10,157,126,32,899,7,1,2,?,?,?,?,?,?,?,?,?,?
720,'2020/02/21 11:29:40:591',10,121,127,33,899,7,1,1,?,?,?,?,?,?,?,?,?,?
721,'2020/02/21 11:29:40:718',10,93,130,33,898,7,2,1,?,?,?,?,?,?,?,?,?,?
722,'2020/02/21 11:29:40:845',10,93,133,33,899,7,1,1,?,?,?,?,?,?,?,?,?,?
723,'2020/02/21 11:29:40:971',10,120,134,31,898,7,2,1,?,?,?,?,?,?,?,?,?,?
724,'2020/02/21 11:29:41:098',10,114,135,31,898,7,2,1,?,?,?,?,?,?,?,?,?,?
725,'2020/02/21 11:29:41:225',10,108,140,31,898,7,1,1,?,?,?,?,?,?,?,?,?,?
726,'2020/02/21 11:29:41:351',10,99,134,29,898,7,1,1,?,?,?,?,?,?,?,?,?,?
727,'2020/02/21 11:29:41:478',10,90,128,29,898,7,1,1,?,?,?,?,?,?,?,?,?,?
728,'2020/02/21 11:29:41:604',10,97,117,28,898,7,1,1,?,?,?,?,?,?,?,?,?,?
729,'2020/02/21 11:29:41:730',10,103,112,27,898,7,2,1,?,?,?,?,?,?,?,?,?,?
730,'2020/02/21 11:29:41:857',10,104,113,26,897,7,1,2,?,?,?,?,?,?,?,?,?,?
731,'2020/02/21 11:29:41:983',10,109,120,28,898,7,2,2,?,?,?,?,?,?,?,?,?,?
732,'2020/02/21 11:29:42:110',10,105,124,28,897,6,2,2,?,?,?,?,?,?,?,?,?,?
733,'2020/02/21 11:29:42:236',10,108,119,27,897,6,2,2,?,?,?,?,?,?,?,?,?,?
734,'2020/02/21 11:29:42:362',10,110,120,28,897,6,2,1,?,?,?,?,?,?,?,?,?,?
735,'2020/02/21 11:29:42:489',10,120,119,27,897,6,2,1,?,?,?,?,?,?,?,?,?,?
736,'2020/02/21 11:29:42:615',10,118,120,26,896,6,2,2,?,?,?,?,?,?,?,?,?,?
737,'2020/02/21 11:29:42:741',10,111,120,28,896,6,2,1,?,?,?,?,?,?,?,?,?,?
738,'2020/02/21 11:29:42:868',10,106,120,28,896,6,2,2,?,?,?,?,?,?,?,?,?,?
739,'2020/02/21 11:29:42:995',10,95,122,28,896,7,2,1,?,?,?,?,?,?,?,?,?,?
740,'2020/02/21 11:29:43:122',10,87,116,29,896,7,2,1,?,?,?,?,?,?,?,?,?,?
741,'2020/02/21 11:29:43:248',10,80,116,34,896,7,1,1,?,?,?,?,?,?,?,?,?,?
777,'2020/02/21 11:42:15:257',12,104,139,29,885,8,2,2,?,?,?,?,?,?,?,?,?,?
778,'2020/02/21 11:42:15:383',12,135,139,33,884,8,1,1,?,?,?,?,?,?,?,?,?,?
779,'2020/02/21 11:42:15:509',12,203,137,35,884,8,2,1,?,?,?,?,?,?,?,?,?,?
780,'2020/02/21 11:42:15:635',12,218,142,34,884,8,2,2,?,?,?,?,?,?,?,?,?,?
781,'2020/02/21 11:42:15:762',12,256,145,33,884,8,1,1,?,?,?,?,?,?,?,?,?,?
782,'2020/02/21 11:42:15:887',12,250,143,34,883,8,1,2,?,?,?,?,?,?,?,?,?,?
783,'2020/02/21 11:42:16:014',12,203,142,33,883,7,1,2,?,?,?,?,?,?,?,?,?,?
784,'2020/02/21 11:42:16:140',12,172,143,32,883,8,1,2,?,?,?,?,?,?,?,?,?,?
785,'2020/02/21 11:42:16:266',12,138,142,32,882,8,1,2,?,?,?,?,?,?,?,?,?,?
786,'2020/02/21 11:42:16:393',12,109,136,35,881,8,2,2,?,?,?,?,?,?,?,?,?,?
787,'2020/02/21 11:42:16:519',12,107,130,32,881,8,2,2,?,?,?,?,?,?,?,?,?,?
788,'2020/02/21 11:42:16:645',12,115,119,30,880,7,1,1,?,?,?,?,?,?,?,?,?,?
789,'2020/02/21 11:42:16:772',12,125,112,29,880,7,2,1,?,?,?,?,?,?,?,?,?,?
790,'2020/02/21 11:42:16:899',12,122,108,28,880,7,2,1,?,?,?,?,?,?,?,?,?,?
791,'2020/02/21 11:42:17:025',12,115,102,26,880,7,1,2,?,?,?,?,?,?,?,?,?,?
792,'2020/02/21 11:42:17:152',12,104,101,26,879,7,1,2,?,?,?,?,?,?,?,?,?,?
793,'2020/02/21 11:42:17:279',12,99,102,26,879,7,2,2,?,?,?,?,?,?,?,?,?,?
794,'2020/02/21 11:42:17:405',12,103,98,26,879,8,1,2,?,?,?,?,?,?,?,?,?,?
795,'2020/02/21 11:42:17:532',12,101,97,28,879,7,2,2,?,?,?,?,?,?,?,?,?,?
796,'2020/02/21 11:42:17:658',12,105,97,29,878,7,1,2,?,?,?,?,?,?,?,?,?,?
797,'2020/02/21 11:42:17:783',12,100,95,29,878,7,1,1,?,?,?,?,?,?,?,?,?,?
798,'2020/02/21 11:42:17:909',12,88,96,27,878,7,1,1,?,?,?,?,?,?,?,?,?,?
799,'2020/02/21 11:42:18:036',12,94,94,27,879,7,1,1,?,?,?,?,?,?,?,?,?,?
800,'2020/02/21 11:42:18:162',12,99,94,25,879,7,2,1,?,?,?,?,?,?,?,?,?,?
801,'2020/02/21 11:42:18:287',12,94,98,24,879,8,1,1,?,?,?,?,?,?,?,?,?,?
802,'2020/02/21 11:42:18:414',12,95,97,27,879,7,2,1,?,?,?,?,?,?,?,?,?,?
803,'2020/02/21 11:42:18:541',12,96,103,26,879,7,2,1,?,?,?,?,?,?,?,?,?,?
804,'2020/02/21 11:42:18:667',12,85,106,26,879,7,2,1,?,?,?,?,?,?,?,?,?,?
805,'2020/02/21 11:42:18:793',12,81,107,27,879,7,2,1,?,?,?,?,?,?,?,?,?,?
806,'2020/02/21 11:42:18:918',12,88,108,28,879,7,2,1,?,?,?,?,?,?,?,?,?,?
807,'2020/02/21 11:42:19:044',12,80,105,28,879,7,2,1,?,?,?,?,?,?,?,?,?,?
808,'2020/02/21 11:42:19:170',12,82,106,28,879,7,2,1,?,?,?,?,?,?,?,?,?,?
809,'2020/02/21 11:42:19:296',12,90,108,30,880,7,1,1,?,?,?,?,?,?,?,?,?,?
810,'2020/02/21 11:42:19:423',12,81,105,30,880,7,1,1,?,?,?,?,?,?,?,?,?,?
811,'2020/02/21 11:42:19:549',12,80,107,30,880,8,2,1,?,?,?,?,?,?,?,?,?,?
812,'2020/02/21 11:42:19:675',12,76,107,31,880,8,2,1,?,?,?,?,?,?,?,?,?,?
813,'2020/02/21 11:42:19:802',12,85,98,32,880,8,2,1,?,?,?,?,?,?,?,?,?,?
814,'2020/02/21 11:45:22:943',13,63,126,24,890,9,2,1,?,?,?,?,?,?,?,?,?,?
815,'2020/02/21 11:45:23:069',13,69,121,24,890,9,1,1,?,?,?,?,?,?,?,?,?,?
816,'2020/02/21 11:45:23:195',13,79,118,25,890,8,2,1,?,?,?,?,?,?,?,?,?,?
817,'2020/02/21 11:45:23:322',13,83,113,25,890,8,2,2,?,?,?,?,?,?,?,?,?,?
818,'2020/02/21 11:45:23:448',13,87,117,25,889,8,2,1,?,?,?,?,?,?,?,?,?,?
819,'2020/02/21 11:45:23:574',13,82,115,24,889,8,2,2,?,?,?,?,?,?,?,?,?,?
820,'2020/02/21 11:45:23:700',13,82,117,24,889,8,2,1,?,?,?,?,?,?,?,?,?,?
821,'2020/02/21 11:45:23:826',13,72,123,23,889,8,1,1,?,?,?,?,?,?,?,?,?,?
822,'2020/02/21 11:45:23:953',13,66,122,24,889,8,2,2,?,?,?,?,?,?,?,?,?,?
823,'2020/02/21 11:45:24:080',13,62,122,24,889,8,1,1,?,?,?,?,?,?,?,?,?,?
824,'2020/02/21 11:45:24:206',13,57,122,24,889,8,1,2,?,?,?,?,?,?,?,?,?,?
825,'2020/02/21 11:45:24:333',13,57,118,24,889,8,2,2,?,?,?,?,?,?,?,?,?,?
826,'2020/02/21 11:45:24:460',13,58,124,23,889,8,1,2,?,?,?,?,?,?,?,?,?,?
827,'2020/02/21 11:45:24:587',13,67,124,23,889,8,1,1,?,?,?,?,?,?,?,?,?,?
828,'2020/02/21 11:45:24:713',13,74,123,23,888,8,1,2,?,?,?,?,?,?,?,?,?,?
829,'2020/02/21 11:45:24:839',13,75,121,24,888,8,1,1,?,?,?,?,?,?,?,?,?,?
830,'2020/02/21 11:45:24:966',13,75,116,24,888,8,2,1,?,?,?,?,?,?,?,?,?,?
831,'2020/02/21 11:45:25:092',13,73,113,25,888,8,2,1,?,?,?,?,?,?,?,?,?,?
832,'2020/02/21 11:45:25:218',13,70,118,25,888,8,2,1,?,?,?,?,?,?,?,?,?,?
833,'2020/02/21 11:45:25:344',13,67,121,24,888,8,2,1,?,?,?,?,?,?,?,?,?,?
834,'2020/02/21 11:45:25:471',13,62,126,26,888,8,1,1,?,?,?,?,?,?,?,?,?,?
835,'2020/02/21 11:45:25:597',13,59,127,26,888,8,1,1,?,?,?,?,?,?,?,?,?,?
836,'2020/02/21 11:45:25:724',13,55,125,26,888,8,1,1,?,?,?,?,?,?,?,?,?,?
837,'2020/02/21 11:45:25:850',13,52,116,26,888,8,1,1,?,?,?,?,?,?,?,?,?,?
838,'2020/02/21 11:45:25:977',13,52,109,27,888,9,1,1,?,?,?,?,?,?,?,?,?,?
839,'2020/02/21 11:45:26:104',13,55,111,26,888,8,1,1,?,?,?,?,?,?,?,?,?,?
840,'2020/02/21 11:45:26:229',13,62,106,27,888,8,2,1,?,?,?,?,?,?,?,?,?,?
841,'2020/02/21 11:45:26:355',13,65,108,29,888,8,2,2,?,?,?,?,?,?,?,?,?,?
842,'2020/02/21 11:45:26:482',13,72,116,28,888,8,1,2,?,?,?,?,?,?,?,?,?,?
843,'2020/02/21 11:45:26:608',13,79,117,27,888,8,1,2,?,?,?,?,?,?,?,?,?,?
844,'2020/02/21 11:45:26:735',13,86,115,27,889,9,1,1,?,?,?,?,?,?,?,?,?,?
845,'2020/02/21 11:45:26:861',13,81,116,24,889,8,1,1,?,?,?,?,?,?,?,?,?,?
846,'2020/02/21 11:45:26:987',13,81,109,24,889,8,1,1,?,?,?,?,?,?,?,?,?,?
847,'2020/02/21 11:45:27:113',13,76,109,26,889,8,1,1,?,?,?,?,?,?,?,?,?,?
848,'2020/02/21 11:45:27:239',13,65,107,26,889,9,2,1,?,?,?,?,?,?,?,?,?,?
849,'2020/02/21 11:45:27:366',13,62,113,27,889,9,2,1,?,?,?,?,?,?,?,?,?,?
850,'2020/02/21 11:45:27:493',13,63,113,29,889,9,2,1,?,?,?,?,?,?,?,?,?,?
851,'2020/02/21 11:45:27:620',13,66,117,28,889,8,2,1,?,?,?,?,?,?,?,?,?,?
852,'2020/02/21 11:45:27:746',13,67,119,28,890,8,1,1,?,?,?,?,?,?,?,?,?,?
853,'2020/02/21 11:45:27:872',13,68,128,29,890,8,2,1,?,?,?,?,?,?,?,?,?,?
854,'2020/02/21 11:45:27:998',13,65,129,27,891,9,2,2,?,?,?,?,?,?,?,?,?,?
855,'2020/02/21 11:45:28:125',13,59,135,25,891,9,2,1,?,?,?,?,?,?,?,?,?,?
856,'2020/02/21 11:45:28:252',13,61,141,25,890,9,1,1,?,?,?,?,?,?,?,?,?,?
857,'2020/02/21 11:45:28:378',13,59,139,23,890,9,2,2,?,?,?,?,?,?,?,?,?,?
858,'2020/02/21 11:45:28:505',13,57,143,23,887,8,1,1,?,?,?,?,?,?,?,?,?,?
859,'2020/02/21 11:45:28:631',13,57,144,25,883,8,2,2,?,?,?,?,?,?,?,?,?,?
860,'2020/02/21 11:45:28:757',13,53,134,24,876,8,1,2,?,?,?,?,?,?,?,?,?,?
861,'2020/02/21 11:45:28:884',13,54,142,24,871,8,2,1,?,?,?,?,?,?,?,?,?,?
862,'2020/02/21 11:45:29:010',13,53,133,24,866,8,2,1,?,?,?,?,?,?,?,?,?,?
863,'2020/02/21 11:45:29:136',13,52,133,23,861,8,2,1,?,?,?,?,?,?,?,?,?,?
864,'2020/02/21 11:45:29:263',13,53,135,22,858,8,2,1,?,?,?,?,?,?,?,?,?,?
865,'2020/02/21 11:45:29:389',13,52,132,23,856,8,2,1,?,?,?,?,?,?,?,?,?,?
866,'2020/02/21 11:45:29:516',13,52,129,24,854,8,1,1,?,?,?,?,?,?,?,?,?,?
867,'2020/02/21 11:45:29:643',13,53,126,26,852,8,1,1,?,?,?,?,?,?,?,?,?,?
868,'2020/02/21 11:45:29:769',13,58,118,26,852,8,1,2,?,?,?,?,?,?,?,?,?,?
869,'2020/02/21 11:45:29:896',13,63,115,26,852,8,1,2,?,?,?,?,?,?,?,?,?,?
