@relation dataset

@attribute ID numeric
@attribute Time date 'yyyy/MM/dd HH:mm:ss:SSS'
@attribute 'Training round' numeric
@attribute helper-1 numeric
@attribute helper-2 numeric
@attribute helper-3 numeric
@attribute helper-4 numeric
@attribute helper-5 numeric
@attribute helper-6 numeric
@attribute helper-7 numeric
@attribute giveme-1 numeric
@attribute giveme-2 numeric
@attribute giveme-3 numeric
@attribute giveme-4 numeric
@attribute giveme-5 numeric
@attribute giveme-6 numeric
@attribute giveme-7 numeric
@attribute giveme-8 numeric
@attribute giveme-9 numeric
@attribute giveme-10 numeric

@data
1691,'2020/02/24 11:02:08:706',26,60,347,20,4,4,2,1,?,?,?,?,?,?,?,?,?,?
1692,'2020/02/24 11:02:08:833',26,61,326,20,4,4,2,1,?,?,?,?,?,?,?,?,?,?
1693,'2020/02/24 11:02:08:959',26,59,299,20,4,4,2,1,?,?,?,?,?,?,?,?,?,?
1694,'2020/02/24 11:02:09:086',26,58,284,20,4,4,1,1,?,?,?,?,?,?,?,?,?,?
1695,'2020/02/24 11:02:09:213',26,56,253,20,4,4,1,1,?,?,?,?,?,?,?,?,?,?
1696,'2020/02/24 11:02:18:692',27,111,639,20,842,4,2,1,?,?,?,?,?,?,?,?,?,?
1697,'2020/02/24 11:02:18:818',27,97,521,20,844,4,2,2,?,?,?,?,?,?,?,?,?,?
1698,'2020/02/24 11:02:18:945',27,80,541,20,843,4,2,2,?,?,?,?,?,?,?,?,?,?
1699,'2020/02/24 11:02:19:070',27,70,525,20,842,4,1,2,?,?,?,?,?,?,?,?,?,?
1700,'2020/02/24 11:02:19:197',27,58,614,20,842,4,1,2,?,?,?,?,?,?,?,?,?,?
1701,'2020/02/24 11:02:19:322',27,53,723,20,841,4,1,2,?,?,?,?,?,?,?,?,?,?
1702,'2020/02/24 11:02:19:449',27,50,828,20,841,4,1,2,?,?,?,?,?,?,?,?,?,?
1703,'2020/02/24 11:02:19:574',27,47,958,19,840,4,1,2,?,?,?,?,?,?,?,?,?,?
1704,'2020/02/24 11:02:19:700',27,46,1074,20,839,4,2,2,?,?,?,?,?,?,?,?,?,?
1705,'2020/02/24 11:02:19:827',27,46,1101,19,838,4,2,2,?,?,?,?,?,?,?,?,?,?
1706,'2020/02/24 11:02:19:953',27,45,1125,20,837,4,2,1,?,?,?,?,?,?,?,?,?,?
1707,'2020/02/24 11:02:20:080',27,45,1125,20,837,4,2,1,?,?,?,?,?,?,?,?,?,?
1708,'2020/02/24 11:02:20:207',27,45,1125,20,837,4,2,1,?,?,?,?,?,?,?,?,?,?
1709,'2020/02/24 11:02:20:334',27,45,1125,20,838,4,1,1,?,?,?,?,?,?,?,?,?,?
1710,'2020/02/24 11:02:20:460',27,44,1125,20,838,4,2,1,?,?,?,?,?,?,?,?,?,?
1711,'2020/02/24 11:02:20:586',27,44,1125,20,838,4,2,1,?,?,?,?,?,?,?,?,?,?
1712,'2020/02/24 11:02:20:711',27,44,1125,20,837,4,2,1,?,?,?,?,?,?,?,?,?,?
1713,'2020/02/24 11:02:20:837',27,44,1125,20,836,4,2,1,?,?,?,?,?,?,?,?,?,?
1714,'2020/02/24 11:02:20:964',27,44,1125,20,835,4,2,1,?,?,?,?,?,?,?,?,?,?
1715,'2020/02/24 11:02:21:090',27,45,1125,20,835,4,2,1,?,?,?,?,?,?,?,?,?,?
1716,'2020/02/24 11:02:21:216',27,48,1125,20,835,4,2,1,?,?,?,?,?,?,?,?,?,?
1717,'2020/02/24 11:02:21:343',27,53,1125,20,834,4,2,1,?,?,?,?,?,?,?,?,?,?
1718,'2020/02/24 11:02:21:468',27,58,1125,20,834,3,2,1,?,?,?,?,?,?,?,?,?,?
1719,'2020/02/24 11:02:21:595',27,65,1125,19,832,4,2,2,?,?,?,?,?,?,?,?,?,?
1720,'2020/02/24 11:02:21:721',27,68,1125,20,831,4,1,2,?,?,?,?,?,?,?,?,?,?
1721,'2020/02/24 11:02:21:847',27,68,1125,19,829,4,1,2,?,?,?,?,?,?,?,?,?,?
1722,'2020/02/24 11:02:21:973',27,66,1125,20,828,4,1,2,?,?,?,?,?,?,?,?,?,?
1723,'2020/02/24 11:02:22:099',27,64,1125,20,827,4,1,2,?,?,?,?,?,?,?,?,?,?
1724,'2020/02/24 11:02:22:225',27,62,1125,20,827,4,1,2,?,?,?,?,?,?,?,?,?,?
1725,'2020/02/24 11:02:22:351',27,59,1125,20,827,4,1,2,?,?,?,?,?,?,?,?,?,?
1726,'2020/02/24 11:02:22:477',27,57,1087,20,827,4,1,1,?,?,?,?,?,?,?,?,?,?
1727,'2020/02/24 11:02:22:603',27,52,990,20,828,4,1,2,?,?,?,?,?,?,?,?,?,?
1728,'2020/02/24 11:02:22:729',27,49,898,20,827,4,2,2,?,?,?,?,?,?,?,?,?,?
1729,'2020/02/24 11:02:22:855',27,46,709,20,827,4,2,2,?,?,?,?,?,?,?,?,?,?
1730,'2020/02/24 11:02:22:981',27,45,589,20,827,4,1,1,?,?,?,?,?,?,?,?,?,?
1731,'2020/02/24 11:02:23:107',27,45,488,20,827,4,1,1,?,?,?,?,?,?,?,?,?,?
1732,'2020/02/24 11:02:23:233',27,45,363,20,827,4,1,2,?,?,?,?,?,?,?,?,?,?
1733,'2020/02/24 11:02:23:359',27,47,313,20,827,4,1,1,?,?,?,?,?,?,?,?,?,?
1734,'2020/02/24 11:02:23:485',27,50,279,20,827,4,1,1,?,?,?,?,?,?,?,?,?,?
1735,'2020/02/24 11:02:23:610',27,56,255,20,828,3,1,2,?,?,?,?,?,?,?,?,?,?
1736,'2020/02/24 11:02:23:737',27,62,253,20,829,4,1,1,?,?,?,?,?,?,?,?,?,?
1737,'2020/02/24 11:02:23:863',27,67,249,20,829,4,2,2,?,?,?,?,?,?,?,?,?,?
1738,'2020/02/24 11:02:23:988',27,73,238,20,828,4,2,2,?,?,?,?,?,?,?,?,?,?
1739,'2020/02/24 11:02:24:114',27,76,221,20,828,4,2,2,?,?,?,?,?,?,?,?,?,?
1740,'2020/02/24 11:02:24:239',27,73,210,20,827,4,2,2,?,?,?,?,?,?,?,?,?,?
1741,'2020/02/24 11:02:24:366',27,68,198,20,826,4,2,2,?,?,?,?,?,?,?,?,?,?
1742,'2020/02/24 11:02:24:492',27,64,192,20,825,4,1,2,?,?,?,?,?,?,?,?,?,?
1743,'2020/02/24 11:02:31:688',28,128,1083,20,4,3,1,1,?,?,?,?,?,?,?,?,?,?
1744,'2020/02/24 11:02:31:814',28,86,1125,20,4,3,1,1,?,?,?,?,?,?,?,?,?,?
1745,'2020/02/24 11:02:31:940',28,70,1125,20,4,3,1,1,?,?,?,?,?,?,?,?,?,?
1746,'2020/02/24 11:02:32:067',28,60,1125,20,4,3,2,2,?,?,?,?,?,?,?,?,?,?
1747,'2020/02/24 11:02:32:193',28,53,1125,20,4,4,2,2,?,?,?,?,?,?,?,?,?,?
1748,'2020/02/24 11:02:32:319',28,53,1125,20,4,4,1,2,?,?,?,?,?,?,?,?,?,?
1749,'2020/02/24 11:02:32:445',28,56,1125,20,4,4,1,2,?,?,?,?,?,?,?,?,?,?
1750,'2020/02/24 11:02:32:572',28,60,1125,20,4,4,2,2,?,?,?,?,?,?,?,?,?,?
1751,'2020/02/24 11:02:32:698',28,62,1125,20,4,4,1,2,?,?,?,?,?,?,?,?,?,?
1752,'2020/02/24 11:02:32:824',28,67,1125,20,4,4,1,2,?,?,?,?,?,?,?,?,?,?
1753,'2020/02/24 11:02:32:951',28,67,1121,20,4,4,1,2,?,?,?,?,?,?,?,?,?,?
1754,'2020/02/24 11:02:33:077',28,64,1121,20,4,4,1,2,?,?,?,?,?,?,?,?,?,?
1755,'2020/02/24 11:02:33:204',28,57,1117,20,4,4,1,2,?,?,?,?,?,?,?,?,?,?
1756,'2020/02/24 11:02:33:330',28,55,1095,20,4,3,2,1,?,?,?,?,?,?,?,?,?,?
1757,'2020/02/24 11:02:33:455',28,54,1070,20,4,4,2,1,?,?,?,?,?,?,?,?,?,?
1758,'2020/02/24 11:02:33:581',28,59,1031,20,4,4,2,1,?,?,?,?,?,?,?,?,?,?
1759,'2020/02/24 11:02:33:706',28,66,992,20,4,3,2,1,?,?,?,?,?,?,?,?,?,?
1760,'2020/02/24 11:02:33:832',28,73,922,20,4,4,2,2,?,?,?,?,?,?,?,?,?,?
1761,'2020/02/24 11:02:33:959',28,75,886,20,4,4,2,1,?,?,?,?,?,?,?,?,?,?
1762,'2020/02/24 11:02:34:086',28,76,849,20,4,4,1,1,?,?,?,?,?,?,?,?,?,?
1763,'2020/02/24 11:02:34:213',28,74,794,20,4,4,1,2,?,?,?,?,?,?,?,?,?,?
1764,'2020/02/24 11:02:34:339',28,71,774,20,4,4,1,2,?,?,?,?,?,?,?,?,?,?
1765,'2020/02/24 11:02:34:464',28,69,759,20,4,4,1,2,?,?,?,?,?,?,?,?,?,?
1766,'2020/02/24 11:02:34:591',28,66,730,20,3,4,2,2,?,?,?,?,?,?,?,?,?,?
1767,'2020/02/24 11:02:34:716',28,65,715,20,4,4,1,2,?,?,?,?,?,?,?,?,?,?
1768,'2020/02/24 11:02:34:843',28,64,701,20,4,4,2,1,?,?,?,?,?,?,?,?,?,?
1769,'2020/02/24 11:02:34:969',28,63,674,20,4,4,1,1,?,?,?,?,?,?,?,?,?,?
1770,'2020/02/24 11:02:35:095',28,64,647,20,3,4,1,2,?,?,?,?,?,?,?,?,?,?
1771,'2020/02/24 11:02:35:221',28,67,612,20,4,4,1,2,?,?,?,?,?,?,?,?,?,?
1772,'2020/02/24 11:02:35:347',28,67,593,20,4,4,2,2,?,?,?,?,?,?,?,?,?,?
1773,'2020/02/24 11:02:35:473',28,69,561,20,3,4,2,2,?,?,?,?,?,?,?,?,?,?
1774,'2020/02/24 11:02:35:599',28,69,547,20,3,4,1,1,?,?,?,?,?,?,?,?,?,?
1775,'2020/02/24 11:02:35:725',28,65,540,20,3,4,2,2,?,?,?,?,?,?,?,?,?,?
1776,'2020/02/24 11:02:35:851',28,62,502,20,4,4,1,2,?,?,?,?,?,?,?,?,?,?
1777,'2020/02/24 11:02:35:977',28,60,472,20,4,4,1,1,?,?,?,?,?,?,?,?,?,?
1778,'2020/02/24 11:02:36:104',28,57,453,20,4,4,1,2,?,?,?,?,?,?,?,?,?,?
1779,'2020/02/24 11:02:36:231',28,53,424,20,4,4,2,2,?,?,?,?,?,?,?,?,?,?
1780,'2020/02/24 11:02:36:357',28,52,406,20,4,3,1,1,?,?,?,?,?,?,?,?,?,?
1781,'2020/02/24 11:02:36:484',28,48,353,20,4,4,2,1,?,?,?,?,?,?,?,?,?,?
1782,'2020/02/24 11:02:36:610',28,46,317,20,3,3,2,1,?,?,?,?,?,?,?,?,?,?
1783,'2020/02/24 11:02:36:738',28,46,284,20,3,3,2,1,?,?,?,?,?,?,?,?,?,?
1784,'2020/02/24 11:02:36:864',28,46,256,20,3,4,2,1,?,?,?,?,?,?,?,?,?,?
1785,'2020/02/24 11:02:36:990',28,47,261,20,3,4,2,1,?,?,?,?,?,?,?,?,?,?
1786,'2020/02/24 11:02:37:117',28,52,283,20,4,4,2,1,?,?,?,?,?,?,?,?,?,?
1787,'2020/02/24 11:02:37:244',28,62,272,20,4,4,2,1,?,?,?,?,?,?,?,?,?,?
1788,'2020/02/24 11:02:37:370',28,69,300,20,4,3,2,1,?,?,?,?,?,?,?,?,?,?
1789,'2020/02/24 11:02:37:498',28,76,356,20,4,4,2,1,?,?,?,?,?,?,?,?,?,?
1790,'2020/02/24 11:02:37:625',28,78,422,20,4,4,1,1,?,?,?,?,?,?,?,?,?,?
1791,'2020/02/24 11:02:37:751',28,79,451,20,4,4,2,1,?,?,?,?,?,?,?,?,?,?
1792,'2020/02/24 11:30:17:149',29,78,187,19,1090,2,2,2,?,?,?,?,0,?,?,?,?,?
1793,'2020/02/24 11:30:17:275',29,61,174,19,1089,2,2,2,?,?,?,?,0,?,?,?,?,?
1794,'2020/02/24 11:30:17:401',29,57,152,20,1089,3,1,2,?,?,?,?,0,?,?,?,?,?
1795,'2020/02/24 11:30:17:526',29,59,145,19,1088,3,1,1,?,?,?,?,0,?,?,?,?,?
1796,'2020/02/24 11:30:17:653',29,60,136,20,1088,2,1,1,?,?,?,?,0,?,?,?,?,?
1797,'2020/02/24 11:30:17:779',29,57,138,20,1088,2,1,1,?,?,?,?,0,?,?,?,?,?
1798,'2020/02/24 11:30:17:906',29,55,147,20,1088,2,1,1,?,?,?,?,0,?,?,?,?,?
1799,'2020/02/24 11:30:18:033',29,53,149,19,1088,2,1,2,?,?,?,?,0,?,?,?,?,?
1800,'2020/02/24 11:30:18:159',29,51,161,19,1088,2,1,2,?,?,?,?,0,?,?,?,?,?
1801,'2020/02/24 11:30:18:285',29,49,181,19,1088,3,1,2,?,?,?,?,0,?,?,?,?,?
1802,'2020/02/24 11:30:18:411',29,51,180,20,1087,3,1,2,?,?,?,?,0,?,?,?,?,?
1803,'2020/02/24 11:30:18:538',29,51,186,20,1086,3,1,2,?,?,?,?,0,?,?,?,?,?
1804,'2020/02/24 11:30:18:664',29,52,177,19,1085,2,2,2,?,?,?,?,0,?,?,?,?,?
1805,'2020/02/24 11:30:18:790',29,53,185,19,1085,2,1,1,?,?,?,?,0,?,?,?,?,?
1806,'2020/02/24 11:30:18:915',29,54,181,19,1084,2,1,1,?,?,?,?,0,?,?,?,?,?
1807,'2020/02/24 11:30:19:042',29,51,172,19,1083,2,1,1,?,?,?,?,0,?,?,?,?,?
1808,'2020/02/24 11:30:19:168',29,49,168,19,1082,2,2,1,?,?,?,?,0,?,?,?,?,?
1809,'2020/02/24 11:30:19:294',29,46,167,19,1082,3,2,1,?,?,?,?,0,?,?,?,?,?
1810,'2020/02/24 11:30:19:420',29,45,158,19,1082,3,2,2,?,?,?,?,0,?,?,?,?,?
1811,'2020/02/24 11:31:43:752',30,45,138,19,4,3,1,2,?,?,?,0,0,?,?,?,?,?
1812,'2020/02/24 11:31:43:879',30,45,143,19,4,3,1,2,?,?,?,0,0,?,?,?,?,?
1813,'2020/02/24 11:31:44:005',30,43,143,19,4,3,1,1,?,?,?,0,0,?,?,?,?,?
1814,'2020/02/24 11:31:44:131',30,43,140,19,4,3,1,1,?,?,?,0,0,?,?,?,?,?
1815,'2020/02/24 11:31:44:257',30,43,161,19,4,3,1,1,?,?,?,0,0,?,?,?,?,?
1816,'2020/02/24 11:31:44:383',30,42,160,19,4,3,1,1,?,?,?,0,0,?,?,?,?,?
1817,'2020/02/24 11:31:44:509',30,45,177,19,4,3,1,1,?,?,?,0,0,?,?,?,?,?
1818,'2020/02/24 11:31:44:636',30,46,176,19,4,3,2,1,?,?,?,0,0,?,?,?,?,?
1819,'2020/02/24 11:31:44:762',30,46,166,19,4,3,1,2,?,?,?,0,0,?,?,?,?,?
1820,'2020/02/24 11:31:44:888',30,47,144,19,4,3,2,2,?,?,?,0,0,?,?,?,?,?
1821,'2020/02/24 11:31:45:014',30,46,134,19,4,3,2,2,?,?,?,0,0,?,?,?,?,?
1822,'2020/02/24 11:31:45:141',30,44,127,19,4,3,2,2,?,?,?,0,0,?,?,?,?,?
1823,'2020/02/24 11:31:45:266',30,45,133,19,4,3,2,2,?,?,?,0,0,?,?,?,?,?
1824,'2020/02/24 11:31:45:393',30,44,122,19,4,3,1,2,?,?,?,0,0,?,?,?,?,?
1825,'2020/02/24 11:31:45:519',30,43,122,19,4,3,1,2,?,?,?,0,0,?,?,?,?,?
1826,'2020/02/24 11:31:45:644',30,43,119,19,4,3,1,2,?,?,?,0,0,?,?,?,?,?
1827,'2020/02/24 11:31:45:771',30,42,112,19,4,3,1,2,?,?,?,0,0,?,?,?,?,?
1828,'2020/02/24 11:31:45:897',30,42,101,19,3,3,1,1,?,?,?,0,0,?,?,?,?,?
1829,'2020/02/24 11:31:46:023',30,43,103,20,3,3,1,1,?,?,?,0,0,?,?,?,?,?
1830,'2020/02/24 11:31:46:150',30,45,98,19,4,3,1,1,?,?,?,0,0,?,?,?,?,?
1831,'2020/02/24 11:31:46:275',30,47,105,19,4,3,2,2,?,?,?,0,0,?,?,?,?,?
1832,'2020/02/24 11:31:46:401',30,48,108,19,4,3,2,1,?,?,?,0,0,?,?,?,?,?
1833,'2020/02/24 11:31:46:527',30,51,128,19,4,3,2,1,?,?,?,0,0,?,?,?,?,?
1834,'2020/02/24 11:31:46:653',30,53,147,19,4,3,2,2,?,?,?,0,0,?,?,?,?,?
1835,'2020/02/24 11:31:46:778',30,54,158,19,4,3,2,2,?,?,?,0,0,?,?,?,?,?
1836,'2020/02/24 11:31:46:905',30,56,156,19,4,3,1,2,?,?,?,0,0,?,?,?,?,?
1837,'2020/02/24 11:31:47:031',30,55,151,20,4,3,1,2,?,?,?,0,0,?,?,?,?,?
1838,'2020/02/24 11:31:47:157',30,54,146,20,4,3,1,2,?,?,?,0,0,?,?,?,?,?
1839,'2020/02/24 11:31:47:284',30,53,133,20,4,3,1,2,?,?,?,0,0,?,?,?,?,?
1840,'2020/02/24 11:31:47:411',30,50,145,19,4,3,1,2,?,?,?,0,0,?,?,?,?,?
1841,'2020/02/24 11:31:47:537',30,46,146,19,4,3,2,2,?,?,?,0,0,?,?,?,?,?
1842,'2020/02/24 11:31:47:664',30,46,139,20,4,3,1,1,?,?,?,0,0,?,?,?,?,?
1843,'2020/02/24 11:31:47:791',30,47,124,20,4,3,1,1,?,?,?,0,0,?,?,?,?,?
1844,'2020/02/24 11:31:47:917',30,49,116,19,4,3,2,1,?,?,?,0,0,?,?,?,?,?
1845,'2020/02/24 11:31:48:043',30,52,112,20,4,3,2,1,?,?,?,0,0,?,?,?,?,?
1846,'2020/02/24 11:31:48:170',30,53,147,19,4,3,1,1,?,?,?,0,0,?,?,?,?,?
1847,'2020/02/24 11:31:48:297',30,52,151,20,4,3,1,1,?,?,?,0,0,?,?,?,?,?
1848,'2020/02/24 11:31:48:423',30,50,173,20,4,3,2,1,?,?,?,0,0,?,?,?,?,?
1849,'2020/02/24 11:31:48:548',30,49,178,19,4,3,2,1,?,?,?,0,0,?,?,?,?,?
1850,'2020/02/24 11:31:48:674',30,48,163,20,4,3,2,1,?,?,?,0,0,?,?,?,?,?
1851,'2020/02/24 11:31:48:801',30,48,152,19,4,3,2,1,?,?,?,0,0,?,?,?,?,?
1852,'2020/02/24 11:31:48:926',30,52,142,19,4,3,2,1,?,?,?,0,0,?,?,?,?,?
1853,'2020/02/24 11:31:49:052',30,53,120,19,4,2,2,1,?,?,?,0,0,?,?,?,?,?
1854,'2020/02/24 11:31:57:386',31,165,195,19,1086,3,1,2,?,?,?,1,0,?,?,?,?,?
1855,'2020/02/24 11:31:57:513',31,112,196,19,1085,3,1,2,?,?,?,1,0,?,?,?,?,?
1856,'2020/02/24 11:31:57:640',31,70,198,20,1084,3,1,2,?,?,?,1,0,?,?,?,?,?
1857,'2020/02/24 11:31:57:765',31,56,192,19,1083,3,1,1,?,?,?,1,0,?,?,?,?,?
1858,'2020/02/24 11:31:57:891',31,52,179,19,1083,3,2,1,?,?,?,1,0,?,?,?,?,?
1859,'2020/02/24 11:31:58:018',31,56,152,19,1083,3,1,1,?,?,?,1,0,?,?,?,?,?
1860,'2020/02/24 11:31:58:144',31,57,144,19,1083,3,1,1,?,?,?,1,0,?,?,?,?,?
1861,'2020/02/24 11:31:58:271',31,58,131,19,1083,3,1,1,?,?,?,1,0,?,?,?,?,?
1862,'2020/02/24 11:31:58:396',31,56,127,20,1083,3,1,1,?,?,?,1,0,?,?,?,?,?
1863,'2020/02/24 11:31:58:522',31,55,137,19,1082,3,1,1,?,?,?,1,0,?,?,?,?,?
1864,'2020/02/24 11:31:58:648',31,51,128,20,1081,3,1,2,?,?,?,1,0,?,?,?,?,?
1865,'2020/02/24 11:31:58:774',31,50,127,19,1080,3,1,1,?,?,?,1,0,?,?,?,?,?
1866,'2020/02/24 11:31:58:901',31,49,133,20,1080,3,1,2,?,?,?,1,0,?,?,?,?,?
1867,'2020/02/24 11:31:59:027',31,48,135,20,1079,3,1,2,?,?,?,1,0,?,?,?,?,?
1868,'2020/02/24 11:31:59:154',31,48,148,20,1079,3,1,1,?,?,?,1,0,?,?,?,?,?
1869,'2020/02/24 11:31:59:281',31,48,151,20,1078,3,1,1,?,?,?,1,0,?,?,?,?,?
1870,'2020/02/24 11:31:59:407',31,48,144,19,1078,3,1,1,?,?,?,1,0,?,?,?,?,?
1871,'2020/02/24 11:31:59:533',31,48,136,19,1077,3,1,1,?,?,?,1,0,?,?,?,?,?
1872,'2020/02/24 11:31:59:660',31,47,144,19,1076,2,1,1,?,?,?,1,0,?,?,?,?,?
1873,'2020/02/24 11:31:59:786',31,45,146,20,1075,3,1,2,?,?,?,1,0,?,?,?,?,?
1874,'2020/02/24 11:31:59:913',31,44,157,20,1075,3,1,2,?,?,?,1,0,?,?,?,?,?
1875,'2020/02/24 11:32:00:039',31,42,163,20,1074,3,1,2,?,?,?,1,0,?,?,?,?,?
1876,'2020/02/24 11:32:00:166',31,42,155,20,1074,3,1,2,?,?,?,1,0,?,?,?,?,?
1877,'2020/02/24 11:32:00:292',31,41,148,19,1073,3,1,2,?,?,?,1,0,?,?,?,?,?
1878,'2020/02/24 11:32:00:418',31,41,153,19,1072,3,1,2,?,?,?,1,0,?,?,?,?,?
1879,'2020/02/24 11:32:00:545',31,41,152,19,1071,3,1,2,?,?,?,1,0,?,?,?,?,?
1880,'2020/02/24 11:32:00:671',31,41,148,19,1071,3,2,2,?,?,?,1,0,?,?,?,?,?
1881,'2020/02/24 11:32:00:799',31,42,145,19,1070,3,2,2,?,?,?,1,0,?,?,?,?,?
1882,'2020/02/24 11:32:00:924',31,42,138,19,1070,3,2,1,?,?,?,1,0,?,?,?,?,?
1883,'2020/02/24 11:32:01:050',31,42,128,19,1070,3,2,2,?,?,?,1,0,?,?,?,?,?
1884,'2020/02/24 11:32:01:177',31,43,134,19,1070,3,2,2,?,?,?,1,0,?,?,?,?,?
1885,'2020/02/24 11:32:01:304',31,42,138,19,1069,3,2,2,?,?,?,1,0,?,?,?,?,?
1886,'2020/02/24 11:32:01:430',31,42,132,19,1069,3,2,2,?,?,?,1,0,?,?,?,?,?
1887,'2020/02/24 11:43:55:270',32,45,44,20,3,3,1,1,?,?,?,0,0,?,?,?,?,?
1888,'2020/02/24 11:43:55:395',32,44,46,20,3,3,1,1,?,?,?,0,0,?,?,?,?,?
1889,'2020/02/24 11:43:55:522',32,44,46,20,3,3,1,1,?,?,?,0,0,?,?,?,?,?
1890,'2020/02/24 11:43:55:648',32,44,46,19,3,3,1,1,?,?,?,0,0,?,?,?,?,?
1891,'2020/02/24 11:43:55:775',32,45,45,20,4,3,1,2,?,?,?,0,0,?,?,?,?,?
1892,'2020/02/24 11:43:55:902',32,47,45,20,4,3,2,2,?,?,?,0,0,?,?,?,?,?
1893,'2020/02/24 11:43:56:028',32,48,67,19,4,3,2,2,?,?,?,0,0,?,?,?,?,?
1894,'2020/02/24 11:43:56:154',32,48,86,19,3,3,2,2,?,?,?,0,0,?,?,?,?,?
1895,'2020/02/24 11:43:56:281',32,49,108,19,4,3,1,2,?,?,?,0,0,?,?,?,?,?
1896,'2020/02/24 11:43:56:407',32,52,124,19,3,3,1,1,?,?,?,0,0,?,?,?,?,?
1897,'2020/02/24 11:43:56:534',32,55,131,19,3,3,1,2,?,?,?,0,0,?,?,?,?,?
1898,'2020/02/24 11:43:56:660',32,56,120,19,3,3,1,2,?,?,?,0,0,?,?,?,?,?
1899,'2020/02/24 11:43:56:785',32,57,108,19,3,3,1,2,?,?,?,0,0,?,?,?,?,?
1900,'2020/02/24 11:43:56:912',32,57,96,19,3,3,1,1,?,?,?,0,0,?,?,?,?,?
1901,'2020/02/24 11:43:57:038',32,53,77,19,3,3,1,1,?,?,?,0,0,?,?,?,?,?
1902,'2020/02/24 11:43:57:165',32,51,65,19,3,3,1,1,?,?,?,0,0,?,?,?,?,?
1903,'2020/02/24 11:43:57:290',32,48,54,19,3,3,1,1,?,?,?,0,0,?,?,?,?,?
1904,'2020/02/24 11:43:57:417',32,46,50,19,3,3,2,1,?,?,?,0,0,?,?,?,?,?
1905,'2020/02/24 11:43:57:544',32,44,45,19,3,3,1,2,?,?,?,0,0,?,?,?,?,?
1906,'2020/02/24 11:43:57:671',32,43,43,19,3,3,1,2,?,?,?,0,0,?,?,?,?,?
1907,'2020/02/24 11:43:57:797',32,43,43,19,3,3,1,2,?,?,?,0,0,?,?,?,?,?
1908,'2020/02/24 11:43:57:924',32,44,43,19,3,3,1,2,?,?,?,0,0,?,?,?,?,?
1909,'2020/02/24 11:43:58:051',32,43,43,19,3,3,2,2,?,?,?,0,0,?,?,?,?,?
1910,'2020/02/24 11:43:58:177',32,43,43,19,3,3,1,2,?,?,?,0,0,?,?,?,?,?
1911,'2020/02/24 12:19:43:029',33,1044,1044,1125,4,3,2,1,900,900,967,?,?,?,?,?,?,?
1912,'2020/02/24 12:19:43:155',33,930,1070,1125,4,2,2,1,900,900,967,?,?,?,?,?,?,?
1913,'2020/02/24 12:19:43:280',33,967,1070,1125,4,2,1,1,900,900,967,?,?,?,?,?,?,?
1914,'2020/02/24 12:19:43:407',33,967,1070,1125,4,2,2,1,900,900,967,?,?,?,?,?,?,?
1915,'2020/02/24 12:19:43:534',33,926,1085,1125,5,2,2,1,900,900,967,?,?,?,?,?,?,?
1916,'2020/02/24 12:19:43:660',33,824,1125,1125,5,2,2,1,900,900,967,?,?,?,?,?,?,?
1917,'2020/02/24 12:19:43:785',33,751,1125,1125,5,2,2,2,900,900,967,?,?,?,?,?,?,?
1918,'2020/02/24 12:19:43:911',33,657,1125,1125,5,2,2,2,900,900,967,?,?,?,?,?,?,?
1919,'2020/02/24 12:19:44:037',33,709,1125,1125,5,2,2,2,900,900,967,?,?,?,?,?,?,?
1920,'2020/02/24 12:19:44:163',33,731,1092,1125,4,2,2,2,900,900,967,?,?,?,?,?,?,?
1921,'2020/02/24 12:19:44:292',33,790,1108,1125,5,2,2,2,900,900,967,?,?,?,?,?,?,?
1922,'2020/02/24 12:19:44:418',33,736,1108,1125,5,2,1,2,900,900,967,?,?,?,?,?,?,?
1923,'2020/02/24 12:19:44:545',33,728,1108,1125,5,2,1,2,900,900,967,?,?,?,?,?,?,?
1924,'2020/02/24 12:19:44:671',33,742,1108,1125,5,2,1,2,900,900,967,?,?,?,?,?,?,?
1925,'2020/02/24 12:19:44:798',33,665,1049,1125,4,2,1,2,900,900,967,?,?,?,?,?,?,?
1926,'2020/02/24 12:19:44:923',33,643,1079,1125,4,2,1,2,900,900,967,?,?,?,?,?,?,?
1927,'2020/02/24 12:19:45:049',33,621,1079,1125,4,2,1,2,900,900,967,?,?,?,?,?,?,?
1928,'2020/02/24 12:19:45:174',33,531,1079,1125,4,2,1,2,900,900,967,?,?,?,?,?,?,?
1929,'2020/02/24 12:19:45:300',33,619,1095,1125,4,2,1,2,900,900,967,?,?,?,?,?,?,?
1930,'2020/02/24 12:19:45:426',33,665,1125,1125,4,1,1,2,900,900,967,?,?,?,?,?,?,?
1931,'2020/02/24 12:19:45:552',33,584,1125,1125,4,1,1,2,900,900,967,?,?,?,?,?,?,?
1932,'2020/02/24 12:19:45:678',33,530,1125,1125,4,2,1,2,900,900,967,?,?,?,?,?,?,?
1933,'2020/02/24 12:19:45:804',33,424,1125,1125,4,2,1,2,900,900,967,?,?,?,?,?,?,?
1934,'2020/02/24 12:19:45:931',33,371,1125,1125,4,2,2,2,900,900,967,?,?,?,?,?,?,?
1935,'2020/02/24 12:19:46:058',33,408,1125,1125,4,1,1,2,900,900,967,?,?,?,?,?,?,?
1936,'2020/02/24 12:19:46:184',33,520,1125,1019,4,1,2,2,900,900,967,?,?,?,?,?,?,?
